# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
2,94,202,2,0,Tue Nov 13 03:14:57 +0000 2012,,,iMwasi,1667,i hate black,black,i_wasi,Sat Sep 23 23:56:37 +0000 2017,POTUS is obviously fine with white supremacists holding hate rallies - it's the black athletes that bother him #TakeAKnee #whatsTRUMPupTo,945074082,Hate speech,0,n,,n
0,1538,197,0,3,Sat Dec 19 20:30:17 +0000 2015,7.35E+17,,KB.,51389,i hate black,black,karaconcepts,Sat Sep 23 23:33:58 +0000 2017,@ZodArts @23album @yourmainwaifu Shes making fun of black people because they are brown. I fucking hate racists dude,4538950769,Hate speech,-0.2732,n,,n
0,535,958,0,0,Wed Mar 16 21:39:08 +0000 2011,267394180,"Little Rock, AR",Pumpkin Spicy Chris,27170,i hate black,black,OccupyNachos,Sat Sep 23 23:28:35 +0000 2017,"I also really fucking hate having to fight Firestorm, Black Adam, and Doctor Fate, in that order. Fuckers.",267394180,Hate speech,-0.1027,n,AR,y
0,359,786,0,2,Thu Mar 19 17:30:52 +0000 2009,73818063,"Canton, MI",Gabrielle Holloway,12586,i hate black,black,dreambig313,Sat Sep 23 23:18:06 +0000 2017,@Knmorris41 @w_terrence Im a biracial with both black nd white family. I see the self hate a lot.,25344107,Hate speech,0,n,MI,y
0,1602,1564,0,1,Sun Oct 09 13:22:22 +0000 2016,47293791,"Greensboro, NC",MGardner ?????,14525,i hate black,black,MAGANVRKILLARY,Sat Sep 23 23:06:08 +0000 2017,"@w_terrence Don't feel bad Ben Carson is a black white supremacist! I've found if the left hate you,then you're doing something right!",7.85E+17,Hate speech,-0.6449,n,NC,y
7,286,622,0,1,Sat Aug 13 02:42:32 +0000 2016,543780273,"Georgia, USA",Vanessa R Walker,8883,i hate black,black,VanessaReneeWa1,Sat Sep 23 22:54:04 +0000 2017,@MrDane1982 I hate to say it but their were many BLACK people who felt she was RACIST because the media focused on https://t.co/ODl5MUvVdj,7.64E+17,Hate speech,0,n,GA,y
0,3489,343,0,0,Sun Sep 08 21:36:08 +0000 2013,,"Beverly Hills, CA",Woo,79717,i hate black,black,mutman2025,Sat Sep 23 22:53:47 +0000 2017,I'm really not tryna make it a race thing but why do black People hate lebron but suck MJ off? Smfh  bron been down with the culture,1834864298,Hate speech,0,n,CA,y
3,1503,1251,0,0,Sat Mar 12 01:46:59 +0000 2016,,"Stamford, CT",Trump Revolution,56890,i hate black,black,TrumpRevoluti0n,Sat Sep 23 22:13:56 +0000 2017,"Take away all the noise &amp; look at lebron, golden state warriors, Steph, &amp; what do you see? Black people who hate white people is what I see",7.08E+17,Hate speech,0,y,CT,y
1,1503,1251,0,0,Sat Mar 12 01:46:59 +0000 2016,,"Stamford, CT",Trump Revolution,56890,i hate black,black,TrumpRevoluti0n,Sat Sep 23 22:09:33 +0000 2017,The divisiveness and the racism that I see is black people who hate white people. Look around what do you see? I see blacks who hate whites.,7.08E+17,Hate speech,0,n,CT,y
0,38,194,0,3,Fri Nov 14 23:20:48 +0000 2014,7.84E+17,United States,Antifa Anne,4092,i hate black,black,Gyropope,Sat Sep 23 22:04:14 +0000 2017,"@2016JohnJ @Yourpetcat @erikaheidewald No, I don't. Black Lives Matter organizes to end police brutality. Feminists https://t.co/xpdL6hOznM",2877223522,Hate speech,0,n,,n
0,1503,1251,0,0,Sat Mar 12 01:46:59 +0000 2016,,"Stamford, CT",Trump Revolution,56890,i hate black,black,TrumpRevoluti0n,Sat Sep 23 21:38:01 +0000 2017,These athletes are getting their shit kicked in on twitter today and I love it. Well deserved. Our black athletes are racist &amp; hate whites.,7.08E+17,Hate speech,-0.8481,y,CT,y
0,247,97,0,1,Mon Jul 24 12:05:41 +0000 2017,41956841,"New Orleans, LA",.,5252,i hate black,black,SoyAriellee,Sat Sep 23 21:32:50 +0000 2017,@Shabazz916 if a white person says i hate black people thats anti-black,8.89E+17,Hate speech,0,n,LA,y
0,932,999,0,1,Tue Jan 05 15:27:37 +0000 2016,34104616,United States,Chief,13611,i hate black,black,roger_brenz,Sat Sep 23 21:26:43 +0000 2017,"@nflcommish Your players are racist and I've boycotted the NFL! The black players hate our flag, President and white people period!",4714230445,Hate speech,0,y,,n
0,74,98,0,1,Tue Aug 15 01:23:40 +0000 2017,15464697,"California, USA",Melvin Torado,9535,i hate all black,black,MelvinTorado,Sat Sep 23 17:32:09 +0000 2017,@JuddLegum The trend is all black... ALLL racist... all left wing... ALL BLM supporters... YA... i see it... Trend here is LEFT WING HATE,8.97E+17,Hate speech,-0.5423,n,CA,y
0,674,1331,0,1,Mon May 23 16:06:30 +0000 2016,205915163,Scottsburg indiana,chris smith,30022,i hate all black,black,Chrisbdg34Smith,Sat Sep 23 17:19:36 +0000 2017,@KateUpton Are u and hubby trumptards? I know u all hate black men taking a knee cause of them getting killed. JUST CURIOUS,7.35E+17,Hate speech,0,n,IN,y
0,1490,2888,0,4,Tue Jun 30 00:07:53 +0000 2015,212385085,"Pennsylvania, USA",Zankokuna Hero,44598,i hate all black,black,Contragamer911,Sat Sep 23 16:46:51 +0000 2017,"@Jaco_Kirsten @gogreen18 @GodDoesnt @M_Methuselah you can just Fuck right off!
I'm a BLACK MAN and PROUD OF IT!
Fuc https://t.co/OBhDWKqvF8",3351297111,Hate speech,0,n,PA,y
0,217,819,0,3,Sat Dec 31 22:54:04 +0000 2016,481672444,Mississippi,Alontrae Walker,444,i hate all black,black,alontrae,Sat Sep 23 03:13:34 +0000 2017,@PokerAthiest @ShaunKing @Kaepernick7 I agree. Black or white we are in this together. Kap doesn't hate America he https://t.co/EL790INbWj,8.15E+17,Hate speech,0,n,MS,y
0,2195,920,0,0,Thu Jan 15 07:26:54 +0000 2015,,marvel,asap no rocky,120275,i hate all black,black,derpdeviI,Fri Sep 22 23:00:14 +0000 2017,The only two niggas I ever seen say they hate black women in all seriousness is MarioTrash and that IFckWhiteGirls coon. Other than that. No,2983717374,Hate speech,0,n,,n
0,96,109,0,0,Sun May 26 01:57:58 +0000 2013,,"Lima, OH",CJ,197,i hate all black,black,Cj_smith7,Fri Sep 22 03:14:22 +0000 2017,"Black pride is not hate towards other races,  so hear me well I respect all races and cultures.  I just have love for my own.",1458475320,Hate speech,-0.5423,n,OH,y
1,257,213,0,0,Tue Jan 05 08:00:08 +0000 2016,,"Myrtle Beach, SC",doughmatic,13675,i hate all black,black,BIGBABYTHUG_,Fri Sep 22 02:24:58 +0000 2017,I always see shit talmbout black men hate black women and like all I ever see now is black men supporting black women,4712771655,Hate speech,0,n,SC,y
0,528,963,0,2,Sat Jul 08 13:54:27 +0000 2017,8.24E+17,"Corydon, IN",Joy Schilmiller nfo,2108,i hate all black,black,schilmillerjoy,Fri Sep 22 00:41:14 +0000 2017,@RichardTinsle20 @KNP2BP That's all u here. Hate all whites ones or black ones. Why not just stop all hate? Combine https://t.co/lQJTE8yEbF,8.84E+17,Hate speech,0,n,IN,y
1,17237,4838,0,0,Fri Aug 31 01:20:40 +0000 2012,,"Georgia, USA",GeecheeCaneGrower,140309,i hate all black,black,SugarCaneStalk,Thu Sep 21 22:36:49 +0000 2017,I suspect black farmers aren't important..The white man can feed you right? But at the same time don't you hate them all?,792768558,Hate speech,0,n,GA,y
2,1334,456,0,0,Mon Aug 08 16:33:52 +0000 2011,,DEADWEST | MOST,Craft Beer Papi,27942,i hate all black,black,Mosaicc_,Thu Sep 21 20:49:33 +0000 2017,"Of all the types of twitter, I specifically hate fake woke black feminist twitter.",350988781,Hate speech,0,y,,n
0,39,40,0,1,Fri Feb 12 21:16:53 +0000 2016,16302242,El Cajon ca,Jamie Rose,3124,i hate all black,black,suejamie2,Thu Sep 21 17:07:53 +0000 2017,"@stephenasmith This is what I hate. No offense but, we are all equal. Stop making it Black against white. I don't want to hear about color.",4898913956,Hate speech,0,n,CA,y
1,2895,5000,0,0,Tue Nov 27 23:34:12 +0000 2012,,"winnemucca, nv",Randy Durant,11749,i hate all black,black,DurantRandy,Thu Sep 21 16:29:24 +0000 2017,I just talked to 1 Russian and 2 Chines and all 3 said No Black lives matter in their country. Polls say 97% of countries hate Blacks,974967601,Hate speech,-0.296,y,NV,y
12,2313,1421,0,0,Sun Aug 31 23:31:17 +0000 2008,,"Atlanta, GA",Jean-Baptiste Zorg,178334,i hate all black,black,theblackmurse,Thu Sep 21 02:31:04 +0000 2017,"If a black person looks at 400 years of white people being white people and says ""I'm good on y'all"", that's logic, not hate.",16072488,Hate speech,0,n,GA,y
6,5043,4428,0,0,Tue Oct 18 17:26:02 +0000 2016,,"Oklahoma, USA",J.F.K,6005,i hate all black,black,Jscaping,Thu Sep 21 01:20:42 +0000 2017,I know you hate the rust belt you hate white people we all know and see that #1 black racist joy reid https://t.co/dMZo1nLXRn,7.88E+17,Hate speech,0,n,OK,y
0,425,1020,0,0,Thu Jun 16 02:59:29 +0000 2011,,New York,"Mark Scott, MC",16103,i hate all black,black,Mr_MarkScott,Wed Sep 20 22:20:18 +0000 2017,I hate when black men are submissive just because their girl is white. I be checking all that shit at THE DOOR. https://t.co/obisDiFQXX,318184778,Hate speech,-0.4939,n,NY,y
2,1779,910,0,0,Sun Mar 07 00:26:29 +0000 2010,,"New Jersey, USA",R.L. Slime,164914,i hate all black,black,drxgzilla,Wed Sep 20 18:49:40 +0000 2017,I hate all these black kids from the suburbs that be tryin hard as shit to get the approval of their corny ass white friends.,120608597,Hate speech,-0.7351,n,NJ,y
0,924,476,0,0,Tue Nov 03 22:46:34 +0000 2009,87303646,"New York, NY",??,52672,i hate all black,black,TheDaintyThug,Wed Sep 20 18:14:02 +0000 2017,Y'all really runnin with this latinos hate their blackness shit and I'm tired. Some latinos are deadass not black fam.,87303646,Hate speech,0,n,NY,y
1,780,726,0,0,Sat Jun 08 15:53:08 +0000 2013,,Chicago,Ororo Munroe,36306,i hate all black,black,Azaleah_101,Wed Sep 20 14:04:58 +0000 2017,One idiot also thinks Black feminists hate all men. So I instantly ignored him ??,1493262500,Hate speech,-0.802,n,IL,y
0,496,355,0,0,Sat Oct 03 21:31:04 +0000 2015,,boston,ciroc obama,9160,i hate all black,black,lultayy17,Wed Sep 20 05:05:03 +0000 2017,"Again, ignorant. You're basically saying all black people present themselves poorly and behave poorly. I hate white https://t.co/5QHeudoF64",3855819383,Hate speech,-0.4545,n,MA,y
1,250,357,0,0,Fri Oct 15 00:27:09 +0000 2010,,"Tuscaloosa, AL",Zoe Zeurcher,3158,i hate all black,black,zoezeurcher,Mon Sep 18 17:57:31 +0000 2017,I'm getting real sick of all this hate in the world. Jesus didn't come her to save skin. He came here to save souls. black white gay or not.,202865654,Hate speech,0,n,AL,y
0,796,815,0,1,Sun Sep 27 00:10:37 +0000 2009,36512350,"California, USA",Richard  Chaparro,40958,i hate all black,black,Chaparro916,Mon Sep 18 17:34:26 +0000 2017,@Southrngrl78 For me to say that you are responsible for all the black hate is like you saying I'm responsible for all the white hate stupid,77610933,Hate speech,-0.7184,n,CA,y
0,46,126,0,1,Thu Mar 31 16:44:30 +0000 2016,8.98E+17,Diamond City,Justin,1916,i hate all black,black,RaluShow,Mon Sep 18 16:56:08 +0000 2017,"@NaeNae44191642 I know, he is a racist man. He calls all the black people nigs and lousy people just because they a https://t.co/KQ3gCghGRX",7.16E+17,Hate speech,0,n,,n
0,44,77,0,1,Sat Oct 08 19:57:32 +0000 2016,1405678110,"New York, USA",Johnny Rico,777,i hate all black,black,JohnnyRico1979,Mon Sep 18 15:49:36 +0000 2017,"@PuffingPassing See there u go, I just said I despise all hate groups, black n white, but u label me as defending w https://t.co/tSh4Ydqxcp",7.85E+17,Hate speech,0,n,NY,y
0,2351,4214,0,0,Sun Jun 17 16:39:19 +0000 2012,,"Long Beach, MS",mondo ?,30472,i hate all black,black,x_mondoo,Mon Sep 18 04:21:23 +0000 2017,Fuck the anthem I'll sit talk do whatever this country isn't equal  shordy forget she white we black it's different https://t.co/jEJKq7Xwfj,611025621,Hate speech,-0.5719,n,MS,y
0,26820,7982,0,1,Sun Sep 14 14:25:54 +0000 2014,14682928,"Kentucky, USA",Hoppy Rogers ?,4616,i hate all black,black,HoppyRog,Mon Sep 18 02:05:57 +0000 2017,"@PrancingPapio My roles are open to all races.

Its racist to hate a white major.

I'm down for black James Bond and an Asian poison ivy",2809527366,Hate speech,-0.3182,n,KY,y
0,31,225,0,0,Sun Dec 04 06:46:07 +0000 2016,,"Hammond, LA",Capri Jackson,85,i hate all black,black,Jackson5Capri,Mon Sep 18 01:38:57 +0000 2017,White people can say I'm white and proud without a issue but the moment a black person say I'm black and proud all of a sudden we hate ????,8.05E+17,Hate speech,0,n,LA,y
1,42342,46372,0,1,Fri Oct 26 01:11:15 +0000 2012,42740688,"Florida, USA",Major Victor Bravo,474084,i hate all black,black,Conservatexian,Mon Sep 18 01:38:07 +0000 2017,@Pitpass I hate to tell everyone I told them so...These people are Racist bigoted Black Supremacist Zealots. That is all.,905019768,Hate speech,-0.8402,n,FL,y
21,6371,6629,0,1,Tue Jun 20 20:50:11 +0000 2017,1367531,"New York, NY",Only The Truth,2573,i hate all black,black,iMeltSn0wflakes,Sun Sep 17 23:59:25 +0000 2017,"@FoxNews If a white person killing a black person is all you need for evidence of a hate crime, I hope it works the other way too.",8.77E+17,Hate speech,-0.3348,n,NY,y
1,1555,762,0,0,Tue Aug 21 20:56:22 +0000 2012,,"Hanover, NH",Big Mad,46075,i hate all black,black,ivyanthony95,Sun Sep 17 23:38:11 +0000 2017,"I hate when y'all pathologize gay black men as being ""less accepting"" than white gay men. It's really regurgitating a racist cognition",772242378,Hate speech,-0.379,n,NH,y
0,34,45,0,1,Sun Aug 06 03:11:10 +0000 2017,16873455,"Dallas, TX",TRUMP HATERS GET OUT,895,i hate all black,black,TRUMPHATERSGET4,Sun Sep 17 17:18:39 +0000 2017,@TalbertSwan If your a pastor I'd hate to see any of your congregation! Bet they are all Black Supremacist!Racist B https://t.co/qqAyshR6LI,8.94E+17,Hate speech,-0.4874,y,TX,y
0,89,305,0,1,Thu Mar 06 14:21:29 +0000 2014,118845216,Denver ,Karen Slayton,1645,i hate all black,black,grammagotti,Sun Sep 17 16:42:20 +0000 2017,@SheriffClarke I think u r an ass kissing oreo.id hate to be black in your jurisdiction u sellout.but I bet u show https://t.co/LlOFMfeGV4,2375437142,Hate speech,-0.5423,n,CO,y
13,4248,1752,0,0,Thu Apr 12 01:23:38 +0000 2007,,New York - Los Angeles,LONE WOLF,737,i hate all black,black,beeficus,Sun Sep 17 15:41:44 +0000 2017,BLACK ON BLACK VIOLENCE IS A NIGHTMARE I'VE LIVED THRU ALL MY LIFE. WE'VE BEEN PROGRAMMED TO HATE &amp; KILL EACH OTHER FROM YOUTH....,4275131,Hate speech,0,n,,n
0,247,341,0,2,Mon Dec 09 18:35:01 +0000 2013,8.87E+17,"Orlando, FL",Patrick Boyle,1971,i hate all black,black,Patrick_L_Boyle,Sun Sep 17 15:07:32 +0000 2017,@Johnlee333333 @Alyssa_Milano I was saying about hate crimes. Almost 100% of all hate crimes are black on white in https://t.co/b3HaKvkAEA,2238044702,Hate speech,0,n,FL,y
0,342,296,0,0,Fri Jan 08 08:54:55 +0000 2010,,"Los Angeles, CA",Penny Proud,26007,i hate all black,black,AmberrrAlerttt,Sun Sep 17 10:03:12 +0000 2017,"I hate America, it's ppl out here with REAL TALENT yet y'all giving away money to talentless little white girls tha https://t.co/cFINZsetnr",102931324,Hate speech,0,n,CA,y
4,786,510,0,0,Mon Nov 29 23:46:43 +0000 2010,,Omicron Persei 8,Lydia Deetz ?,146422,i hate all black,black,holyoctopuss,Sun Sep 17 02:06:44 +0000 2017,"I really hate when white people say ""it's black people like this that make me hate black people"" like no you're just racist all on your own",221183345,Hate speech,-0.8803,n,,n
0,892,474,0,0,Tue Mar 27 21:06:04 +0000 2012,,Mobile Al,Slitherhen ?,24673,i hate all black,black,x_hendo_x,Sun Sep 17 00:07:04 +0000 2017,And I hate y'all clown ass black folks don't give at about it either,538481699,Hate speech,-0.6124,y,,n
0,1441,1092,0,0,Thu Feb 06 06:19:14 +0000 2014,,New Orleans,CHILDISH MARINO,38307,i hate all black,black,_Marinho27,Sat Sep 16 05:46:52 +0000 2017,I hate you niggas that think there's a division between black people. Y'all segregate us and make us look hella stupid,2327526515,Hate speech,0,n,LA,y
0,323,1058,0,1,Tue Nov 22 04:07:48 +0000 2011,8.88E+17,"Long Dick Island, HI",?,9951,i hate all black,black,DDPeter_,Sat Sep 16 05:27:20 +0000 2017,"@KangSambo @FightNowAmerica I'm a black man born to a black family, and i can definitely still hate all poc",418404331,Hate speech,0,n,,n
1,336,536,0,0,Mon Oct 13 18:18:32 +0000 2014,,Port Orange,cherryfrie ?,17220,i hate all black,black,autumntvylor,Sat Sep 16 04:45:22 +0000 2017,"""And i hate all that ugly blue light I'm a black girl you can't blue lights on black girls"" https://t.co/ekYRZL3yC5",2827920207,Hate speech,0,n,FL,y
2,313,987,1,0,Sat May 31 06:28:47 +0000 2014,,New York / San francisco,Kelly,3123,i hate all black,black,nottobebelieved,Sat Sep 16 04:35:51 +0000 2017,"#AnthonyLamarSmith
I Stand in protest! Police and the government hate black people in Missouri and in Kansas City, and all across America!",2536751798,Hate speech,-0.8779,n,,n
0,1392,1314,0,0,Sat Jun 13 20:10:59 +0000 2015,,"statesboro, ga",sheridan ?,46902,i hate all black,black,thesheridanking,Sat Sep 16 02:30:32 +0000 2017,I want a white man lol. I officially hate all black men.,3323584451,Hate speech,-0.6486,n,GA,y
0,21,104,0,0,Thu Apr 16 23:40:59 +0000 2009,,"Ontario, Canada",mika @hell,6519,i hate all black,black,7fukr69,Sat Sep 16 00:24:09 +0000 2017,ugh there's this guy always biking on the highway in all black with no lights I've almost killed him twice I hate him so much,32205931,Hate speech,-0.0207,n,,n
0,374,1289,0,2,Sat Apr 18 06:04:34 +0000 2009,903018025,"Clarence, NY",Chris Becker,171,i hate all black,black,ChrisBeckerBflo,Sat Sep 16 00:05:27 +0000 2017,"@NewSaint37 @DailyCaller So you said i am cuck because all black people hate me?  You said i suck black dick?  
The https://t.co/FKjVxrtoZZ",32810382,Hate speech,-0.4767,n,NY,y
1,714,755,0,3,Wed Jul 06 02:28:23 +0000 2011,8.01E+17,United States,Trump2020,19000,i hate all black,black,ccam0702,Fri Sep 15 22:56:25 +0000 2017,@lanag2003 @bbusa617 I hate these angry black women who are just pissed off all the time. @espn sucks.,330083468,Hate speech,0,n,,n
0,3337,3865,0,1,Thu Feb 02 19:08:59 +0000 2017,158119586,"Idaho, USA",God Bless You,25941,i hate all black,black,KariCares4U,Fri Sep 15 21:56:58 +0000 2017,@SianteJ If A Black Person Stated That They Hate All Hispanics...Wouldn't That Be A Racist Statement??  Getting Rea https://t.co/gla2cY67Nn,8.27E+17,Hate speech,-0.296,n,ID,y
3,2101,4910,0,1,Mon Mar 23 03:35:31 +0000 2015,11265832,United States,????,6106,i hate all black,black,LionHuntR,Fri Sep 15 16:13:27 +0000 2017,@FOX2now My white gPa was murdered by a black man-does that mean I should hate all black people because of the acti https://t.co/NL7s8clNyS,3104181253,Hate speech,0,n,,n
0,197,270,0,3,Fri Jul 29 15:37:50 +0000 2011,2764238473,The Mitten ,Fishbones313,8564,i hate all black,black,fishbones313,Fri Sep 15 15:45:51 +0000 2017,@mignelson @FinalSolutionII @FOX2News I know plenty of black ppl that don't think all whites are racist and a lot w https://t.co/p1SLZmdwyX,344779390,Hate speech,0,n,,n
1,78,499,0,0,Tue Jul 04 21:58:02 +0000 2017,,"Dallas, TX",Logan Haddix,321,i hate all black,black,LogiePls,Fri Sep 15 13:24:34 +0000 2017,"It doesn't matter if you're black, white, Asian, Hispanic... I hate all customers equally.",8.82E+17,Hate speech,-0.8779,n,TX,y
1,5195,1904,0,0,Tue Dec 20 02:51:22 +0000 2011,,"Pittsburgh, PA",DJOR?,54338,down with the black,black,CestDjor,Sat Sep 23 14:25:42 +0000 2017,Nigga shut the fuck up &amp; finalize your divorce with the black woman who held you down so you can date that white gi https://t.co/b1F34oFVP2,441431481,Hate speech,0,n,PA,y
2,1776,709,0,0,Sun Mar 06 04:00:18 +0000 2011,261525874,"Jackson, MS",Chase The Dream,192897,down with the black,black,_lunardreams,Sat Sep 23 12:14:06 +0000 2017,"he's down in the bible belt south(the most blatantly racist portion of USA), rallying with people who are mad about a black man protesting.",261525874,Hate speech,0,n,MS,y
0,656,928,0,0,Thu Apr 12 18:06:11 +0000 2012,552135387,Michigan,Tommy,60038,down with the black,black,TommyBeeswax,Sat Sep 23 04:18:57 +0000 2017,"And yes, it is groupthink because if any black person dares to disagree with the BLM mantra, they immediately get shouted down as a ""coon""",552135387,Hate speech,0,n,MI,y
0,325,794,0,3,Mon Feb 06 18:34:04 +0000 2017,25151063,"South Carolina, USA",Tiffany Adams,1474,down with the black,black,msnfnp2018,Sat Sep 23 03:47:25 +0000 2017,"@talx0 @robert_vranken @TalibKweli Keep tweeting at me disrespectful racist ass clown, you are a racist who says th https://t.co/V8N1B7yIpA",8.29E+17,Hate speech,0,n,SC,y
0,570,311,0,0,Wed Oct 23 02:59:22 +0000 2013,,UGA.,virgo.,14702,down with the black,black,littlenerdmaid,Fri Sep 22 17:40:41 +0000 2017,"coworker tried to have the ""black people the only people who buy Jordans"" conversation with me and I shut that shit down with the quickness.",2150126534,Hate speech,-0.9041,n,,n
2,1109,332,0,0,Fri Aug 21 05:43:41 +0000 2009,,"Washington, DC",Saint Lil Ron Rep,94325,down with the black,black,WTFisSpoony,Thu Sep 21 23:33:03 +0000 2017,I hate when niggas say white girls got ass now black girls better watch out watch out for what? Me? Cuz Im still down with the home team,67537351,Hate speech,0,n,DC,y
7,1464,318,0,0,Fri Aug 26 00:58:10 +0000 2011,,"Oxford, England",Cameron Clarke,794,down with the black,black,camerondclarke,Thu Sep 21 01:29:13 +0000 2017,"""After demanding white ppl listen to us, our ears shut off and hearts shut down when black women plead with us.""
https://t.co/EzqzFy5lH8",362203187,Hate speech,0,n,,n
0,25,150,0,2,Tue Feb 28 01:04:52 +0000 2017,205864193,"Baltimore, MD.",Patricia  L. Wilson,3295,down with the black,black,PatriciaLWilso6,Thu Sep 21 01:11:57 +0000 2017,"@hardball @washingtonpost Black &amp; white, beige, denim, the
new orange or white with a solid blue stripe down the si https://t.co/2Vs8KfFkN0",8.36E+17,Hate speech,0,n,MD,y
2,145,211,0,0,Thu Mar 19 19:12:13 +0000 2009,,,Connor,11783,down with the black,black,aNarwhal,Wed Sep 20 04:37:21 +0000 2017,"In which a man named CHAD equates black power with white supremacy. Sit the fuck down, Chad. Your hot takes are as https://t.co/t55nmqF5aR",25363554,Hate speech,0,n,,n
0,642,1043,0,0,Sat Jan 09 01:55:08 +0000 2010,,"plano, texas , usa",francois mayeur,5325,down with the black,black,franc544,Sat Sep 16 05:59:37 +0000 2017,cops shoot and kill black drivers for suspicion of having a gun but let white people with assault rifles walk down the street ? WTF,103146744,Hate speech,0,n,TX,y
32,9359,1622,2,0,Thu May 30 22:12:41 +0000 2013,,St Louis,Umar Lee,57820,down with the black,black,PenofUmar,Sat Sep 16 03:56:58 +0000 2017,I don't wanna hear shit about the good cops. Maybe some black cops. All white city cops down with Jeff Roorda and #JasonStockley #STLVerdict,1470770234,Hate speech,0,n,MO,y
0,34,454,0,0,Sun Apr 30 19:07:54 +0000 2017,,"Dallas, TX",Matt Hes,188,down with the black,black,MattHes6521,Sat Sep 16 02:24:33 +0000 2017,"And it's still the same color. Red. Jesus, sit down and FUCKING talk. While folks, go sit down with a black man. Black folks, go sit down w/",8.59E+17,Hate speech,0,n,TX,y
1,475,196,0,0,Sat Dec 01 06:05:13 +0000 2012,981933104,"Houston, TX",calling...,28940,down with the black,black,umccg,Fri Sep 15 22:00:00 +0000 2017,"oh no, you guys he's mixed. ""spanish. with white."" so not full white. not black ""from the waist down though."" i do not see the joke.",981933104,Hate speech,-0.4745,n,TX,y
0,8731,551,0,0,Wed May 20 17:30:41 +0000 2009,,"Midtown, Detroit",NerdOnPistons?????,44458,down with the black,black,Vincent_Ellis56,Fri Sep 15 12:53:30 +0000 2017,Calm down. I didn't say the use of black folks was racist. The guy with the Snap performed a racist act. And you ar https://t.co/D1X5BXAg3h,41404784,Hate speech,0,n,MI,y
0,27,245,0,1,Tue Jun 27 04:43:29 +0000 2017,,"Kansas City, MO",Charmaine,178,nigger people are,black,Charmain2579,Sun Sep 24 17:50:42 +0000 2017,People are angry about this taking a knee to the point where I'm getting called a nigger!!!! @ShaunKing https://t.co/JmeOhjY8hC,8.80E+17,Hate speech,-0.126,n,MO,y
0,1697,987,0,0,Tue Mar 10 01:07:09 +0000 2009,,"Boston, MA",bang zoes ent ??,203917,nigger people are,black,spydaman617,Sun Sep 24 15:04:57 +0000 2017,Drunk white people are interesting got called a nigger last night and left dude on the highway for it,23534989,Hate speech,-0.4939,n,MA,y
0,727,598,0,0,Thu Mar 26 19:40:03 +0000 2009,,"Somewhere, Ohio",*Acc0unt Susp3nd3d*,65219,nigger people are,black,jfx316,Sun Sep 24 07:45:32 +0000 2017,"We made you rich, nigger. Now shut up and entertain us......

White people are shook af right now. https://t.co/vzVRsI7uE6",26829558,Hate speech,-0.743,n,,n
0,59,52,0,1,Wed Nov 11 23:09:27 +0000 2015,,"Long Island, NY",Randette Brown,7554,nigger people are,black,Randette_Brown,Sun Sep 24 06:14:39 +0000 2017,You have like minded racists/WS as supporters. WE CAN see White Supremacists are NOT fine people @realdonaldtrump https://t.co/UT4oVBUVoR,4167062907,Hate speech,-0.0516,n,NY,y
0,1448,243,0,1,Wed Jan 08 11:08:57 +0000 2014,44071306,"New Jersey, USA",Boggsy,14337,nigger people are,black,MikeBoggsy,Sun Sep 24 04:35:25 +0000 2017,"@XycronVA TBF ""Nigga"" and ""Nigger"" are basically two diffrent words at this point. But ya no, white people still use that too.",2281986138,Hate speech,-0.8648,n,NJ,y
3,333,459,1,0,Wed Jun 24 14:25:29 +0000 2015,,"Houston, TX",HARDENSZN.,8118,nigger people are,black,rocketology,Sun Sep 24 00:03:02 +0000 2017,#TakeAKnee These are the people on Twitter that call you a nigger and a thug when you call out Trump. https://t.co/ik5DrZ2B3i,3254633616,Hate speech,-0.0976,n,TX,y
1,1272,80,0,1,Mon May 30 20:56:44 +0000 2016,8.54E+17,"Miami, FL",WWE ASS,6521,nigger people are,black,WWE_ASS_69,Sat Sep 23 23:28:12 +0000 2017,@pissNyamouf445 Your such a dumb ass racist nigger! people like you are what President Trump is trying to get rid of!!!,7.37E+17,Hate speech,-0.3612,y,FL,y
0,1545,1509,0,1,Sat Aug 25 15:01:44 +0000 2012,153680310,Kentucky,KHill,52746,nigger people are,black,karissa_h14,Sat Sep 23 21:26:33 +0000 2017,"@madisonchase69 ARE WHITE. YOU WHITE PEOPLE USE THE WORD NIGGER TO OPPRESS BLACK PEOPLE... got that part? Ok, THE W https://t.co/2QjAmkRGmT",780476654,Hate speech,-0.3612,n,KT,y
0,554,745,0,2,Sun Jan 25 19:08:18 +0000 2009,8.22E+17,SO ST LOUIS  MO,DJ DIRTY MO,4845,nigger people are,black,DJDIRTYMO,Sat Sep 23 19:32:24 +0000 2017,@POTUS calls for guys that are peacefully protesting to be fired in front of people that once was yelling hang that nigger about @POTUS44,19499936,Hate speech,-0.1027,n,MO,y
1,1386,4322,0,0,Mon Dec 07 23:26:45 +0000 2015,,"California, USA",Tomarra Wagoner,15264,nigger people are,black,TomarraWagoner,Sat Sep 23 18:57:29 +0000 2017,"Me ""why are white people so Violent? why are white people so Racist?""

white people ""shhh. not all, i'm not! nigger https://t.co/7NKwy7cj6y",4409793082,Hate speech,-0.7679,n,CA,y
