,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,screen name,term,time,tweet,user id
274,0,2191,3105,0,"[{'screen_name': 'SpectreAI', 'name': 'Team Spectre', 'id': 888369106419953664, 'id_str': '888369106419953664', 'indices': [3, 13]}]",1,Mon Jul 10 04:53:09 +0000 2017,,,IVNAY ALBIN FAHAD,699,IvnayF,boon,Fri Sep 22 18:19:32 +0000 2017,"RT @SpectreAI: ICOs may be a boon to money laundering, regulators are watching bitcoin, ethereum and other cryptocurrencies https://t.co/7M…",884274267076018176
275,0,111,516,0,"[{'screen_name': 'CRPaatil', 'name': 'C R Paatil', 'id': 305603067, 'id_str': '305603067', 'indices': [3, 12]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [67, 80]}]",8,Sun Oct 27 08:06:40 +0000 2013,,"Surat, India",Er. Vaibhav Patel,2240,VaibhavShyani,boon,Fri Sep 22 18:18:17 +0000 2017,RT @CRPaatil: (contd)...developmental programmes inaugurated by PM @narendramodi ji today which will be a great boon for people of our nati…,2155473641
276,0,4514,3464,3,"[{'screen_name': 'DrKristieLeong', 'name': 'Kristie Leong M.D.', 'id': 368910785, 'id_str': '368910785', 'indices': [3, 18]}]",5,Thu Dec 29 23:03:34 +0000 2016,,Reno,#CancerRoadTrip,83436,CancerRoadTrip,boon,Fri Sep 22 18:17:17 +0000 2017,RT @DrKristieLeong: #Exercise boosts insulin sensitivity while reducing markers of #inflammation-a boon to your #health.https://t.co/GeZxD5…,814607821916409860
277,0,652,382,0,"[{'screen_name': 'PeeliHaldi', 'name': 'Yellow', 'id': 103533039, 'id_str': '103533039', 'indices': [3, 14]}]",58,Wed Nov 11 19:44:48 +0000 2009,,Pune Maharashtra,AjEeT,132238,AjEeTJaIn_,boon,Fri Sep 22 18:16:29 +0000 2017,"RT @PeeliHaldi: O Devi, grant us the boon of leadership that destroys this commie-jihadi-crusader sick nexus out thr looting us. 🙏
https://…",89264686
278,0,463,15,5,[],0,Mon Jan 16 19:41:51 +0000 2017,,,KnowYourSmiley,459931,KnowYourSmiley,boon,Fri Sep 22 18:14:34 +0000 2017,( ◉ ︵ ◉) I Don't Wanna Live #4  (↺RT❤ Emoticon)️️ https://t.co/Lk0Ld4mklG #spare #fullofhotair #lacerate #boon #spaci,821080040289030144
279,0,220,50,0,"[{'screen_name': 'nidhichoudhari', 'name': 'Nidhi Choudhari, IAS', 'id': 438011150, 'id_str': '438011150', 'indices': [3, 18]}]",4,Sun May 16 15:25:04 +0000 2010,,"Pune, India",Umesh उमेश التحریر,3449,UmeshAdhe,boon,Fri Sep 22 18:14:30 +0000 2017,"RT @nidhichoudhari: Mahishasura in his ego asks a boon that neither men nor gods to slay him
He pays with his life for thinking  women weak…",144529996
280,0,1485,2000,3,"[{'screen_name': 'DrKristieLeong', 'name': 'Kristie Leong M.D.', 'id': 368910785, 'id_str': '368910785', 'indices': [3, 18]}]",5,Sun Mar 29 03:18:49 +0000 2015,,Indiana,"Ryan Daly, MD",8274,DrRyanPDaly,boon,Fri Sep 22 18:12:53 +0000 2017,RT @DrKristieLeong: #Exercise boosts insulin sensitivity while reducing markers of #inflammation-a boon to your #health.https://t.co/GeZxD5…,3114289069
281,0,108,153,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Tue Jan 17 11:04:44 +0000 2017,,"वडाली, साबरकांठा, गुजरात",परेश बी. पटेल,35546,PareshBPatel9,boon,Fri Sep 22 18:12:53 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",821312292419731462
282,1,2382,783,0,"[{'screen_name': 'spadesharp', 'name': 'Richard Chivers', 'id': 4836468141, 'id_str': '4836468141', 'indices': [0, 11]}]",0,Fri Sep 24 14:28:32 +0000 2010,4836468141.0,"Fleet, Hampshire, UK",Mark Willis,20701,Marksvegplot,boon,Fri Sep 22 18:12:40 +0000 2017,"@spadesharp 3, to be exact, but yes they are a big boon!",194591890
283,0,22,18,1,"[{'screen_name': 'deepak_mragwani', 'name': 'Deepak_mragwani', 'id': 716096097358209024, 'id_str': '716096097358209024', 'indices': [3, 19]}, {'screen_name': 'Jayaasnani2', 'name': 'Jaya Asnani', 'id': 704678782066565120, 'id_str': '704678782066565120', 'indices': [21, 33]}]",17,Thu Aug 03 04:50:58 +0000 2017,,,RAM Murat,2653,RAMMura54353444,boon,Fri Sep 22 18:10:33 +0000 2017,"RT @deepak_mragwani: @Jayaasnani2 ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/tVwbOWCv44""",892971026702888961
284,7,9363,2900,3,[],5,Tue Sep 06 12:53:58 +0000 2011,,,Kristie Leong M.D.,22329,DrKristieLeong,boon,Fri Sep 22 18:10:33 +0000 2017,#Exercise boosts insulin sensitivity while reducing markers of #inflammation-a boon to your #health.… https://t.co/psNlsKgE0c,368910785
285,0,36,10,0,[],0,Sun Feb 12 02:02:57 +0000 2017,,gay garden,Yosafire,4049,yosaf_en,boon,Fri Sep 22 18:09:59 +0000 2017,sonic boon yosafire and froze,830598032307658753
286,0,148,405,1,"[{'screen_name': 'deepak_mragwani', 'name': 'Deepak_mragwani', 'id': 716096097358209024, 'id_str': '716096097358209024', 'indices': [3, 19]}, {'screen_name': 'Jayaasnani2', 'name': 'Jaya Asnani', 'id': 704678782066565120, 'id_str': '704678782066565120', 'indices': [21, 33]}]",17,Thu Jun 29 12:13:59 +0000 2017,,,Vanita,17801,Vanita13672223,boon,Fri Sep 22 18:09:51 +0000 2017,"RT @deepak_mragwani: @Jayaasnani2 ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/tVwbOWCv44""",880398940876804097
287,0,4,841,0,"[{'screen_name': 'gbz2016', 'name': 'Jobi', 'id': 798534849929756672, 'id_str': '798534849929756672', 'indices': [0, 8]}, {'screen_name': 'sidin', 'name': 'DoUHaveTheFever?', 'id': 6463042, 'id_str': '6463042', 'indices': [9, 15]}]",0,Tue Aug 30 03:49:47 +0000 2016,7.985348499297567e+17,.,.,6024,OrbSun,boon,Fri Sep 22 18:09:39 +0000 2017,@gbz2016 @sidin Yes n its a boon not a bane for climate change,770468533948018689
288,0,288,243,0,"[{'screen_name': 'USC', 'name': 'USC', 'id': 19809471, 'id_str': '19809471', 'indices': [3, 7]}]",16,Mon Oct 06 03:24:00 +0000 2014,,"Long Beach, CA",Pamela,5806,PammBaaby,boon,Fri Sep 22 18:08:50 +0000 2017,RT @USC: Free citizenship clinics at USC a boon for people in local communities and on USC campuses https://t.co/LdpsLbqaFP https://t.co/fm…,2809510451
289,0,122,409,1,"[{'screen_name': 'nk2srivishnu', 'name': 'Nishant Kumar', 'id': 342694881, 'id_str': '342694881', 'indices': [3, 16]}]",3,Sun Aug 06 11:08:52 +0000 2017,,"कोलकाता, भारत",Ratansingh,12540,ratansingh63,boon,Fri Sep 22 18:08:19 +0000 2017,RT @nk2srivishnu: Asaram Bapu Ji - a boon to the society. Hail our true saint! #BenevolentSaint https://t.co/A7BzVEDEIV,894153293881950208
290,0,2143,103,0,"[{'screen_name': 'rvwrebel', 'name': '⚔️ kibum day⚔️', 'id': 2262966959, 'id_str': '2262966959', 'indices': [0, 9]}]",0,Mon Mar 31 14:00:14 +0000 2014,2262966959.0,LOOΠΔ ,‏ً,150888,EX0SEXO,boon,Fri Sep 22 18:08:19 +0000 2017,@rvwrebel c boon,2449877205
291,4,26,31,0,[],0,Sun Jun 18 10:38:45 +0000 2017,8.763887103503032e+17,💥🔥🔥🗡😼🔪🔥🔥💥,Anise Bought Someone,7130,gangkillslogan,boon,Fri Sep 22 18:05:24 +0000 2017,theres also a boon duration annd healing power one that Really sounds like made for support chrono and druid,876388710350303232
292,0,146,188,1,"[{'screen_name': 'thawani_soniya', 'name': 'soniya thawani', 'id': 3126077958, 'id_str': '3126077958', 'indices': [0, 15]}]",0,Sat Feb 25 09:06:02 +0000 2017,3126077958.0,,Kavitabatra@19,7296,Kavitabatra192,boon,Fri Sep 22 18:04:58 +0000 2017,"@thawani_soniya ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/Nagg9eDz8o""",835415547890253826
293,0,177,610,0,"[{'screen_name': 'PeeliHaldi', 'name': 'Yellow', 'id': 103533039, 'id_str': '103533039', 'indices': [3, 14]}]",58,Fri Apr 11 07:17:10 +0000 2014,,"Haryana/Dilli, India",Rahul Monga,3130,gigglemug,boon,Fri Sep 22 18:04:49 +0000 2017,"RT @PeeliHaldi: O Devi, grant us the boon of leadership that destroys this commie-jihadi-crusader sick nexus out thr looting us. 🙏
https://…",2438104939
294,0,4633,396,0,"[{'screen_name': 'PeeliHaldi', 'name': 'Yellow', 'id': 103533039, 'id_str': '103533039', 'indices': [3, 14]}]",58,Wed Sep 23 06:53:59 +0000 2015,,Winterfell,Petyr Baelish,60205,doubtinggaurav,boon,Fri Sep 22 18:03:30 +0000 2017,"RT @PeeliHaldi: O Devi, grant us the boon of leadership that destroys this commie-jihadi-crusader sick nexus out thr looting us. 🙏
https://…",3656884818
295,0,2702,3758,0,"[{'screen_name': 'PeeliHaldi', 'name': 'Yellow', 'id': 103533039, 'id_str': '103533039', 'indices': [3, 14]}]",58,Sun May 10 21:49:38 +0000 2009,,"New York, India",रमण मूर्ति,173909,ramana1729,boon,Fri Sep 22 18:01:57 +0000 2017,"RT @PeeliHaldi: O Devi, grant us the boon of leadership that destroys this commie-jihadi-crusader sick nexus out thr looting us. 🙏
https://…",39118710
296,0,129,9,0,[],0,Fri Sep 23 03:05:21 +0000 2016,,"New Delhi, India",IASGurukul (Wroffle),23337,IAS_Gurukul,boon,Fri Sep 22 18:01:04 +0000 2017,Insights Into Editorial: Is the Sardar Sarovar Dam boon or bane? https://t.co/bmQqVYHDw2,779154659004915714
297,0,3,59,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Fri Jul 28 02:21:37 +0000 2017,,,Neelam Meena,181,NeelamMeena16,boon,Fri Sep 22 18:00:52 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",890759117798813697
298,0,805,2433,3,[],0,Sat Aug 22 00:56:39 +0000 2009,,Brasilia / Brasil,Delfino N de Souza,1630,DELFINO_SOUZA,boon,Fri Sep 22 18:00:01 +0000 2017,"Old question, new perspective! Is technology a boon or bane? Read to find out. #techtrends #AI #MachineLearning https://t.co/WjTgPMCdaa",67771186
299,0,5148,1832,1,"[{'screen_name': 'umeshdutt69', 'name': 'umeshdutt', 'id': 1326566533, 'id_str': '1326566533', 'indices': [0, 12]}, {'screen_name': 'sanjayuvacha', 'name': 'SANJAY HEGDE', 'id': 164335216, 'id_str': '164335216', 'indices': [13, 26]}]",0,Sat Dec 21 11:12:32 +0000 2013,1326566533.0,"New Delhi, Delhi",Vinod Kumar Bandhu,172722,vkbandhu108,boon,Fri Sep 22 17:59:32 +0000 2017,"@umeshdutt69 @sanjayuvacha ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/5H5ddw09Wg""",2256335678
300,0,2865,1867,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Mon Oct 07 03:48:54 +0000 2013,,"Chicago, IL usa",BINA PATEL,133223,binaom630,boon,Fri Sep 22 17:58:26 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",1942820802
301,0,12,119,0,"[{'screen_name': 'SadhguruJV', 'name': 'Sadhguru', 'id': 67611162, 'id_str': '67611162', 'indices': [0, 11]}]",0,Thu Apr 07 20:03:16 +0000 2011,67611162.0,DELHI,Manoj yadav,1019,Manoj_y22,boon,Fri Sep 22 17:57:48 +0000 2017,"@SadhguruJV I was waiting for this statement from long time .
But coming from you is  boon to today society and peo… https://t.co/ukYR5OldbL",278701607
302,0,578,5002,0,"[{'screen_name': 'globebusiness', 'name': 'Report on Business', 'id': 18981482, 'id_str': '18981482', 'indices': [3, 17]}]",2,Tue Jun 28 11:40:23 +0000 2011,,Rotterdam ,Dianthus Panacho,24995,Dianthus67,boon,Fri Sep 22 17:57:31 +0000 2017,RT @globebusiness: S&amp;P’s China credit downgrade could be boon for asset prices https://t.co/PPXlVKvJ7A,325493263
303,0,642,629,0,"[{'screen_name': 'PeeliHaldi', 'name': 'Yellow', 'id': 103533039, 'id_str': '103533039', 'indices': [3, 14]}]",58,Sat May 01 08:37:46 +0000 2010,,Mumbai is just over the creek!,रचित तिवारी,128075,rachitst,boon,Fri Sep 22 17:57:17 +0000 2017,"RT @PeeliHaldi: O Devi, grant us the boon of leadership that destroys this commie-jihadi-crusader sick nexus out thr looting us. 🙏
https://…",139014473
304,0,5148,1832,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Sat Dec 21 11:12:32 +0000 2013,,"New Delhi, Delhi",Vinod Kumar Bandhu,172722,vkbandhu108,boon,Fri Sep 22 17:57:07 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",2256335678
305,0,66,235,1,"[{'screen_name': 'PardhiSweety', 'name': 'Sweety Pardhi', 'id': 898756358656335873, 'id_str': '898756358656335873', 'indices': [0, 13]}, {'screen_name': 'BBCBreaking', 'name': 'BBC Breaking News', 'id': 5402612, 'id_str': '5402612', 'indices': [14, 26]}]",1,Thu Jul 27 05:31:52 +0000 2017,8.987563586563359e+17,India,Shiv Narayan Gour,1544,ShivNarayanGou1,boon,Fri Sep 22 17:57:04 +0000 2017,"@PardhiSweety @BBCBreaking ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/pWJaOGOWbY""",890444607003209728
306,0,228,400,0,"[{'screen_name': 'DianaHenryFood', 'name': 'Diana Henry', 'id': 1926360132, 'id_str': '1926360132', 'indices': [3, 18]}]",24,Fri Jul 12 17:56:44 +0000 2013,,Suffolk,Janet Davies,1193,pigeoncottage,boon,Fri Sep 22 17:54:15 +0000 2017,"RT @DianaHenryFood: Congrats on publication of these two books today. Both are a boon for home cooks short of ideas, and both are favourite…",1589024256
307,0,5,11,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Fri Mar 07 04:33:07 +0000 2014,,,tejaswi jagtap,30,TejaswiJagtap,boon,Fri Sep 22 17:54:05 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",2376560384
308,0,135,139,0,"[{'screen_name': 'badDNDhooks', 'name': 'Bad D&D Plot Hooks', 'id': 818594551455592448, 'id_str': '818594551455592448', 'indices': [3, 15]}]",5,Wed Apr 13 03:02:26 +0000 2011,,,Thinking Mire,38852,TheYoshimire,boon,Fri Sep 22 17:53:25 +0000 2017,"RT @badDNDhooks: A fabled archdruid refuses to grant the party druid a boon after the fighter interjects, ""So, you all know each other, rig…",281336543
309,0,1038,1210,0,"[{'screen_name': 'badDNDhooks', 'name': 'Bad D&D Plot Hooks', 'id': 818594551455592448, 'id_str': '818594551455592448', 'indices': [3, 15]}]",5,Wed Mar 14 02:11:15 +0000 2012,,"Newark, Delaware",Otter Destruction,65613,Kid_Atlas,boon,Fri Sep 22 17:53:18 +0000 2017,"RT @badDNDhooks: A fabled archdruid refuses to grant the party druid a boon after the fighter interjects, ""So, you all know each other, rig…",523915798
310,0,584,397,1,[],0,Sat Aug 30 07:04:27 +0000 2014,,,Rekha Verma,51129,vermarekha821,boon,Fri Sep 22 17:53:13 +0000 2017,"Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/AfNB8xC2yc",2780082420
311,0,14,2,2,"[{'screen_name': 'BinduW1', 'name': 'Bindu Sharma', 'id': 240439237, 'id_str': '240439237', 'indices': [3, 11]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [93, 101]}, {'screen_name': 'WSJ', 'name': 'Wall Street Journal', 'id': 3108351, 'id_str': '3108351', 'indices': [102, 106]}, {'screen_name': 'sundarpichai', 'name': 'Sundar Pichai', 'id': 14130366, 'id_str': '14130366', 'indices': [125, 138]}]",34,Wed Sep 20 17:28:33 +0000 2017,,Global,Digital Marketing,109,seo_ea,boon,Fri Sep 22 17:52:51 +0000 2017,RT @BinduW1: The change may be a major boon for your brand https://t.co/WETn1fVVQV #branding @nytimes @WSJ #contentmarketing @sundarpichai…,910556298197950464
312,0,5,11,1,"[{'screen_name': 'Jayaasnani2', 'name': 'Jaya Asnani', 'id': 704678782066565120, 'id_str': '704678782066565120', 'indices': [3, 15]}, {'screen_name': 'MereHari', 'name': '♑📧♓🅰', 'id': 4756217449, 'id_str': '4756217449', 'indices': [17, 26]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [27, 36]}, {'screen_name': 'BJP4India', 'name': 'BJP', 'id': 207809313, 'id_str': '207809313', 'indices': [37, 47]}, {'screen_name': 'BJP4UK', 'name': 'BJP Uttarakhand', 'id': 2229508381, 'id_str': '2229508381', 'indices': [48, 55]}]",10,Fri Mar 07 04:33:07 +0000 2014,,,tejaswi jagtap,30,TejaswiJagtap,boon,Fri Sep 22 17:52:46 +0000 2017,"RT @Jayaasnani2: @MereHari @AmitShah @BJP4India @BJP4UK ""Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint http…",2376560384
313,0,1064,69,0,"[{'screen_name': 'badDNDhooks', 'name': 'Bad D&D Plot Hooks', 'id': 818594551455592448, 'id_str': '818594551455592448', 'indices': [3, 15]}]",5,Fri Sep 27 17:50:54 +0000 2013,,"Calgary, Alberta",Fisk,44787,FiskVelox,boon,Fri Sep 22 17:52:04 +0000 2017,"RT @badDNDhooks: A fabled archdruid refuses to grant the party druid a boon after the fighter interjects, ""So, you all know each other, rig…",1911793194
314,0,42,101,0,"[{'screen_name': 'PiyushGoyal', 'name': 'Piyush Goyal', 'id': 1324334436, 'id_str': '1324334436', 'indices': [0, 12]}]",0,Wed Mar 03 11:47:48 +0000 2010,1324334436.0,mumbai,MAHESH SANGHANI,240,MAHESH53,boon,Fri Sep 22 17:50:40 +0000 2017,@PiyushGoyal This will be boon for short distance travellers. Ease of getting in and out.,119355531
315,1,388,231,1,[],0,Mon Jan 16 10:56:28 +0000 2017,,"Aurangabad, India",संस्कृति रक्षा,18303,Sanskruti_1,boon,Fri Sep 22 17:47:27 +0000 2017,"Asaram Bapu Ji - a boon to the society.
Hail our true saint!
#BenevolentSaint https://t.co/o0sUAAXHTa",820947824342863872
316,0,79,347,0,"[{'screen_name': 'CRPaatil', 'name': 'C R Paatil', 'id': 305603067, 'id_str': '305603067', 'indices': [3, 12]}, {'screen_name': 'narendramodi', 'name': 'Narendra Modi', 'id': 18839785, 'id_str': '18839785', 'indices': [67, 80]}]",8,Sat Apr 17 13:42:15 +0000 2010,,Surat,Mangesh Kumbhar,1293,mangeshkumbhar,boon,Fri Sep 22 17:44:32 +0000 2017,RT @CRPaatil: (contd)...developmental programmes inaugurated by PM @narendramodi ji today which will be a great boon for people of our nati…,134110934
317,1,581,679,1,[],0,Thu Jan 23 20:09:18 +0000 2014,,U.S. | Canada | U.K. & Europe,ReynoldsandReynolds,499,ReyReyTweets,boon,Fri Sep 22 17:44:16 +0000 2017,"Recall repairs can be a real boon to a dealership. How can you make the most of these opportunities?

#FuelFriday https://t.co/5naFFyjXlv",2307168032
318,1,352,361,0,"[{'screen_name': 'OddStockTrader', 'name': 'Cody', 'id': 246585278, 'id_str': '246585278', 'indices': [0, 15]}]",0,Wed May 04 06:22:32 +0000 2011,246585278.0,USA,Zisef,1077,Zisef,boon,Fri Sep 22 17:40:27 +0000 2017,@OddStockTrader Monopoly is a great boon to the family counseling centers.,292774454
319,0,539,963,1,[],0,Mon Sep 07 22:15:40 +0000 2015,,"Boston, MA",15Saturdays,4997,15Saturdays,boon,Fri Sep 22 17:39:36 +0000 2017,"Unfortunately, it will NOT be a big day for #CFB fans. The dreaded dud Saturday to make up for week 1 boon https://t.co/o8W65TYtoY",3486214212
320,0,3490,4998,0,"[{'screen_name': 'globebusiness', 'name': 'Report on Business', 'id': 18981482, 'id_str': '18981482', 'indices': [3, 17]}]",2,Tue Jul 22 18:29:45 +0000 2014,,"Ontario, Canada",M Bohl,163236,mjbohl07,boon,Fri Sep 22 17:37:02 +0000 2017,RT @globebusiness: S&amp;P’s China credit downgrade could be boon for asset prices https://t.co/PPXlVKvJ7A,2720957327
321,0,63,252,2,[],0,Fri Dec 30 21:15:47 +0000 2011,,"Denver, CO",FallRiverEEBenefits,738,FRBenefits,boon,Fri Sep 22 17:36:54 +0000 2017,"#Anthem staying in #Colorado health insurance marketplace next year, a boon to market stabilization… https://t.co/IZ1cieGuEO",450945552
322,0,102134,411,0,[],2,Wed Jan 14 16:20:13 +0000 2009,,Canada,Report on Business,130977,globebusiness,boon,Fri Sep 22 17:36:41 +0000 2017,S&amp;P’s China credit downgrade could be boon for asset prices https://t.co/PPXlVKvJ7A,18981482
323,0,1387,1873,0,"[{'screen_name': 'Vyakhya4', 'name': 'व्याख्या', 'id': 814787704626040832, 'id_str': '814787704626040832', 'indices': [3, 12]}, {'screen_name': 'nitin_gadkari', 'name': 'Nitin Gadkari', 'id': 97217966, 'id_str': '97217966', 'indices': [14, 28]}, {'screen_name': 'rashtrapatibhvn', 'name': 'President of India', 'id': 885487044243238912, 'id_str': '885487044243238912', 'indices': [29, 45]}, {'screen_name': 'Dev_Fadnavis', 'name': 'Devendra Fadnavis', 'id': 137780376, 'id_str': '137780376', 'indices': [46, 59]}, {'screen_name': 'cbawankule', 'name': 'C Bawankule', 'id': 3149398118, 'id_str': '3149398118', 'indices': [60, 71]}, {'screen_name': 'Badole_R', 'name': 'Rajkumar Badole', 'id': 3286733084, 'id_str': '3286733084', 'indices': [72, 81]}, {'screen_name': 'Adv_Sulekhatai', 'name': 'Adv Sulekha Kumbhare', 'id': 892080586608783360, 'id_str': '892080586608783360', 'indices': [82, 97]}]",105,Thu Dec 20 07:39:19 +0000 2012,,जयपुर राजस्थान,NARSINGH PRAJAPAT,55800,NarsiOm,boon,Fri Sep 22 17:35:26 +0000 2017,"RT @Vyakhya4: @nitin_gadkari @rashtrapatibhvn @Dev_Fadnavis @cbawankule @Badole_R @Adv_Sulekhatai Asaram Bapu Ji - a boon to the society.
H…",1023756739
