,Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,Sentiment Score,Postive Score,Negative Score,Neutral Score,Positive Score
3263,3721,0.0,1239.0,1646.0,0.0,1.0,0.0,Tue Mar 22 03:27:47 +0000 2016,8.376076459850506e+17,,Splendid Savage,63734.0,jews are,jews,splendid_savage,Sun Sep 24 17:48:17 +0000 2017,"@NeudF What a disgusting post Reich Nazi you are. Two million Arabs thriving in Israel, zero Jews in Apartheid Pale… https://t.co/7a21OUjztx",7.121185483536507e+17,-0.5267,,0.152,0.848,0.0
3264,3723,3.0,126.0,872.0,0.0,1.0,0.0,Tue Mar 13 01:57:28 +0000 2007,39985597.0,Plainfield IN,dispowo 📎,2288.0,jews are,jews,dispowo,Sun Sep 24 17:40:41 +0000 2017,"@bkravitz And of those 10, how many are Christians, how many Muslims, how many Jews, how many Atheists? Why was a racial distinction needed?",1061411.0,0.0,,0.0,1.0,0.0
3265,3724,0.0,72.0,180.0,0.0,0.0,0.0,Fri Mar 27 03:34:29 +0000 2015,,"Oklahoma, USA",(((PropMan))),4561.0,jews are,jews,PropMan_,Sun Sep 24 17:39:04 +0000 2017,"Trump supports men who scream ""Jews will not replace us!"" On that subject you are silent. But you're offended by pe… https://t.co/qdh848Yim7",3120499553.0,-0.3595,,0.188,0.717,0.094
3266,3725,1.0,41.0,62.0,0.0,1.0,0.0,Thu Dec 17 05:46:02 +0000 2015,17828988.0,United States,WeightLossPro,3308.0,jews are,jews,Wbarton1147,Sun Sep 24 17:38:33 +0000 2017,@arielhelwani Ariel thinks Trump hates Jews but doesn't realize his daughter &amp;!son in law are Jewish &amp; Isreal loves… https://t.co/ViYGbvkJRJ,4510642401.0,-0.3054,,0.106,0.894,0.0
3267,3726,0.0,1169.0,2795.0,0.0,5.0,0.0,Wed Sep 29 02:20:29 +0000 2010,59296128.0,Washington DC,ANGLO SAXON WARRIOR,7269.0,jews are,jews,Teamscam,Sun Sep 24 17:38:09 +0000 2017,@SynClaiRWest @MissxVendetta @livescarecrow18 @KK_Lamarr @tariqnasheed This is True. A group called Khazars are the… https://t.co/qqHJt962Al,196425787.0,0.4215,,0.0,0.823,0.177
3268,3727,0.0,1218.0,1813.0,0.0,0.0,0.0,Sat Sep 19 23:12:36 +0000 2015,,United States,Deplorable Templar,22113.0,jews are,jews,mikecass1479,Sun Sep 24 17:34:32 +0000 2017,Absolutely H A R A M https://t.co/JjqKBuwR1S,3711802576.0,0.0,,0.0,1.0,0.0
3269,3728,0.0,5039.0,1320.0,0.0,3.0,0.0,Thu May 08 21:40:24 +0000 2008,2321272902.0,"Cincinnati, OH",Black Dove Invictus,103747.0,jews are,jews,Black_Dove,Sun Sep 24 17:34:22 +0000 2017,"@TrotAlex @yakity_lorac @iamtshabazz Jews still get paid by the U.S. govermnent, are they pitiful?
COMPOSE YOURSELF",14706239.0,-0.4939,,0.176,0.824,0.0
3270,3729,3.0,93.0,221.0,0.0,1.0,0.0,Sat Nov 12 18:46:22 +0000 2016,28785486.0,"Alabama, USA",NettieO,3958.0,jews are,jews,NettieOliver7,Sun Sep 24 17:34:11 +0000 2017,"@ABC Save $ end lives. Walk the sick out of Healthcare? Are we Cleansing the HCare system? Eliminate ""the least of… https://t.co/t4kfc0z0jp",7.975108686784143e+17,-0.1179,,0.142,0.735,0.124
3271,3731,0.0,500.0,999.0,0.0,0.0,0.0,Fri Jun 04 23:46:51 +0000 2010,,"Redmond, WA",Joe Bass Jr.,28204.0,jews are,jews,OrangeCinnamonX,Sun Sep 24 17:31:18 +0000 2017,"Christian businesses should put up a sign saying they are so LGBTQs, Muslims, Jews and some cases Blacks  can avoid them like the plague",152054735.0,0.0772,,0.086,0.817,0.097
3272,3732,0.0,145.0,610.0,0.0,2.0,0.0,Mon Sep 12 07:27:16 +0000 2016,8.975006766154916e+17,"Pennsylvania, USA",Jesse Ascencio 🐸 🥛,1018.0,jews are,jews,That_One_Guy262,Sun Sep 24 17:29:40 +0000 2017,@KekistanRevolt @TheBuddyHobbs secular jews are bad. normal jews are fine.,7.752343041840538e+17,-0.4019,,0.263,0.602,0.135
3273,3733,1.0,1.0,0.0,1.0,0.0,0.0,Mon Jun 19 10:27:14 +0000 2017,,Earth,Sami,592.0,jews are,jews,chama_63,Sun Sep 24 17:27:07 +0000 2017,"#RohingyasCompromiseIndia
Parsis and jews who are real minority never asked for minority status or appeasement. So detag muslims as minority",8.76748200354259e+17,0.0,,0.0,1.0,0.0
3274,3734,0.0,750.0,115.0,0.0,2.0,0.0,Fri Dec 03 03:31:18 +0000 2010,44381001.0,USA,relates,7019.0,jews are,jews,relates,Sun Sep 24 17:24:47 +0000 2017,@karnoa @TaraMcCarthy_14 That's because Israeli Jews are interlopers settling in lands that had become Arab,222336436.0,0.0,,0.0,1.0,0.0
3275,3735,0.0,17405.0,324.0,0.0,0.0,0.0,Sun Oct 19 04:50:02 +0000 2014,,United States of America,N.T.A. NEWS™,406890.0,jews are,jews,NoThiefs,Sun Sep 24 17:24:23 +0000 2017,Absolutely H A R A M https://t.co/uURKV10rko,2836839353.0,0.0,,0.0,1.0,0.0
3276,3736,0.0,1169.0,2795.0,0.0,3.0,0.0,Wed Sep 29 02:20:29 +0000 2010,369115487.0,Washington DC,ANGLO SAXON WARRIOR,7269.0,jews are,jews,Teamscam,Sun Sep 24 17:17:58 +0000 2017,"@MelvinBagby @HanksLetters @KvetchingAaron The bible explains that Jews are Satan's offspring. Google  ""Synagogue o… https://t.co/sAFBeoPwny",196425787.0,0.0,,0.0,1.0,0.0
3277,3739,1.0,333.0,354.0,0.0,2.0,0.0,Wed Mar 22 08:24:40 +0000 2017,7.157045555650888e+17,"Los Angeles, CA",Ali Gencer .,16478.0,jews are,jews,gencerali63,Sun Sep 24 17:13:48 +0000 2017,"@HerMillennials @AJEnglish Well israel is saudis,biggest supporter plus ally!saudi loyal families are jews,that's w… https://t.co/h44iqYO41P",8.444648337015972e+17,0.7644,,0.0,0.612,0.388
3278,3740,0.0,710.0,699.0,0.0,1.0,0.0,Wed Mar 09 10:25:35 +0000 2016,8.831946358494331e+17,"Minnesota, USA",ken nichols,8666.0,jews are,jews,matator358,Sun Sep 24 17:13:17 +0000 2017,@therealemaann Yes i can..He called the USA a muslim country.Said muslims founded our land Said Christians and Jews… https://t.co/3C8nMvg2c3,7.075126494588314e+17,0.4019,,0.0,0.856,0.144
3279,3741,0.0,536.0,509.0,0.0,7.0,0.0,Wed May 11 22:37:48 +0000 2011,4356216616.0,Surrey,🤴 Rich Sanderson,35043.0,jews are,jews,RichSandersen,Sun Sep 24 17:12:23 +0000 2017,@lucasjlynch @Duran_Baha @AndyMOBrien @aliamjadrizvi @NiceMangos @ConfessionsExMu @MaajidNawaz Or two Jews - they a… https://t.co/YXPRMbo6gI,297091089.0,0.0,,0.0,1.0,0.0
3280,3742,0.0,79.0,162.0,0.0,2.0,0.0,Fri Dec 16 00:43:59 +0000 2016,2477255588.0,"Florida, USA",Art 4 Peace,1053.0,jews are,jews,theart4peace,Sun Sep 24 17:11:23 +0000 2017,"@Kushrenada_NL @EHSANI22 In a manner similar to Israel: Palestinians in pre 1967 land are called ""Israeli Arabs"" an… https://t.co/d2W1PtMYuP",8.095596616030781e+17,0.0,,0.0,1.0,0.0
3281,3743,2.0,944.0,2865.0,0.0,0.0,0.0,Sun Jul 02 20:23:27 +0000 2017,8.816092854484214e+17,United States,Tradlyf 💀🐶🌹,5684.0,jews are,jews,TradLyf80,Sun Sep 24 17:11:17 +0000 2017,"Führer: ""What are we gonna do?""
Gentiles: ""Get them""

::All chanting:: ""Let's 👏 get 👏 the Jews 👏!""",8.816092854484214e+17,0.0,,0.0,1.0,0.0
3282,3744,0.0,982.0,1004.0,0.0,4.0,0.0,Wed Jul 26 21:31:17 +0000 2017,3040258159.0,"Washington, DC",𝕾𝖙ü𝖗𝖒𝖊𝖗 𝕯𝕮,2668.0,jews are,jews,Stormer_DC,Sun Sep 24 16:53:48 +0000 2017,@Elissandranna @matthew_maci @CarolynEmerick @Bre_Faucheux Yeah &amp; being pro Israel isn't putting America first. You… https://t.co/hSkYocgovV,8.903236614456279e+17,0.296,,0.0,0.864,0.136
3283,3745,0.0,26.0,373.0,0.0,1.0,0.0,Sun Apr 17 15:54:45 +0000 2016,196957742.0,"Los Angeles, CA",Hanse,3232.0,jews are,jews,hftotheH,Sun Sep 24 16:52:15 +0000 2017,@AJCTAI It's more important to everyone come down now.Jews are last in the list for now,7.217286125090734e+17,0.2716,,0.0,0.878,0.122
3284,3746,1.0,1609.0,1799.0,0.0,2.0,0.0,Fri Jun 28 06:12:25 +0000 2013,1498854282.0,"California, USA",Kelly Slattery,19693.0,jews are,jews,KellyMcGaha,Sun Sep 24 16:50:47 +0000 2017,"@hamzah1199 @lames__p No disrespect to you, but 35% of Palestinians are Christian. It's not Israel's problem with M… https://t.co/thcHcp4yi3",1552377961.0,0.0994,,0.156,0.715,0.129
3285,3747,0.0,2297.0,483.0,0.0,0.0,0.0,Tue Nov 17 18:26:40 +0000 2009,,Dixie,ZX™🕸,33283.0,jews are,jews,t14wg,Sun Sep 24 16:46:14 +0000 2017,jews are insane https://t.co/1Z1lqyZBoI,90687103.0,-0.4019,,0.474,0.526,0.0
3286,3748,2.0,81691.0,2070.0,0.0,1.0,2.0,Thu Oct 16 01:25:33 +0000 2008,153498286.0,Mostly Chicago,Ali Abunimah,184816.0,jews are,jews,AliAbunimah,Sun Sep 24 16:42:14 +0000 2017,"@JarekFA I think they have not revealed their true extremism. I think they are neo-Nazis, but Muslims have replaced Jews.",16799023.0,-0.1695,,0.089,0.911,0.0
3287,3749,0.0,94.0,113.0,0.0,0.0,0.0,Sat Aug 23 14:20:21 +0000 2014,,Cosmos,Busta,11862.0,jews are,jews,BustaRufus,Sun Sep 24 16:39:48 +0000 2017,https://t.co/rELFSFCgWb   America's Jews Are Driving America's Wars https://t.co/yhMjtsDLSn,2758919382.0,-0.5574,,0.34,0.66,0.0
3288,3750,1.0,476.0,514.0,0.0,2.0,0.0,Wed Feb 01 19:37:32 +0000 2017,8.268771593776169e+17,"Florida, USA",B. Lewis-smith,38238.0,jews are,jews,BL_St1,Sun Sep 24 16:38:44 +0000 2017,"@gittle725 @kamrananwar1973 The hate speech is predominantly aimed at Muslims; but Jews, POC, the elderly, vulnerab… https://t.co/laIiWm5daB",8.268771593776169e+17,-0.3291,,0.128,0.872,0.0
3289,3751,1.0,476.0,514.0,0.0,2.0,0.0,Wed Feb 01 19:37:32 +0000 2017,8.294752027194327e+17,"Florida, USA",B. Lewis-smith,38238.0,jews are,jews,BL_St1,Sun Sep 24 16:36:57 +0000 2017,@gittle725 @kamrananwar1973 Are we really so distant from these atrocities reoccurring? U.S. turned a blind eye in… https://t.co/tgv7F6hS6b,8.268771593776169e+17,-0.4019,,0.144,0.856,0.0
3290,3752,0.0,2098.0,3329.0,0.0,1.0,0.0,Wed Mar 18 00:47:18 +0000 2009,,USA,Dan Kleinman,189138.0,jews are,jews,SafeLibraries,Sun Sep 24 16:31:52 +0000 2017,"Retweeted Aaron Klein (@AaronKleinShow):

WATCH – Iraqi Cleric: Jews ‘Won Respect Through Science,’ Muslims Are... https://t.co/wv3vCjT2bE",24993788.0,0.4767,,0.0,0.819,0.181
3291,3753,15.0,152460.0,299.0,0.0,0.0,13.0,Thu May 21 19:31:32 +0000 2009,,Israel,Aaron Klein,16824.0,jews are,jews,AaronKleinShow,Sun Sep 24 16:31:35 +0000 2017,"WATCH – Iraqi Cleric: Jews ‘Won Respect Through Science,’ Muslims Are ‘World’s Headache’
https://t.co/qChs8ghFlE",41657827.0,0.4767,,0.0,0.795,0.205
3292,3754,0.0,4871.0,5353.0,0.0,8.0,0.0,Wed Aug 13 14:43:52 +0000 2014,9.09008275236053e+17,Sweden,Michael Believes,39734.0,jews are,jews,michaelbelievs,Sun Sep 24 16:23:17 +0000 2017,@god_merch @re7felix @moveurbodynow @7251214 @schlockDoctrine @fetihibrail @BDS_Crooked_Org @RokedvMagen… https://t.co/8AOhERQHEZ,2729638813.0,0.0,,0.0,1.0,0.0
3293,3756,0.0,982.0,1004.0,0.0,4.0,0.0,Wed Jul 26 21:31:17 +0000 2017,3040258159.0,"Washington, DC",𝕾𝖙ü𝖗𝖒𝖊𝖗 𝕯𝕮,2668.0,jews are,jews,Stormer_DC,Sun Sep 24 16:21:32 +0000 2017,@Elissandranna @matthew_maci @CarolynEmerick @Bre_Faucheux Not that I care too much about them but ask the muslims… https://t.co/ADGRq4WAS7,8.903236614456279e+17,0.2732,,0.0,0.877,0.123
3294,3757,0.0,7.0,149.0,0.0,1.0,0.0,Fri Sep 22 05:15:56 +0000 2017,3412642223.0,"Toronto, Ontario",Conservicurious,31.0,jews are,jews,conservicurious,Sun Sep 24 16:20:27 +0000 2017,@TaraMcCarthy_14 There is a higher percentage of white Germans in Germany than there are Jews in Israel. The same i… https://t.co/79wu0ogtsV,9.110967028990689e+17,0.0,,0.0,1.0,0.0
3295,3758,0.0,3.0,4.0,0.0,1.0,0.0,Sat May 08 05:28:06 +0000 2010,14061063.0,"Tombstone, AZ",TAC,1399.0,jews are,jews,TheAZCowBoy,Sun Sep 24 16:15:26 +0000 2017,@NextAdvisor Careful America the VAMPIRE CC JEWS are after you!,141473601.0,0.2244,,0.0,0.826,0.174
3296,3759,0.0,516.0,474.0,0.0,1.0,0.0,Mon Mar 05 17:31:33 +0000 2012,72931184.0,Atlanta G.A. USA,Doug Yamato Usher,9286.0,jews are,jews,YAMATO_Usher,Sun Sep 24 16:13:05 +0000 2017,@DrDavidDuke Are you boycotting because its ran by Jews???,515679947.0,-0.5007,,0.288,0.712,0.0
3297,3760,1.0,159.0,668.0,0.0,0.0,1.0,Sun Jun 14 18:40:41 +0000 2009,,NYC,AnnTares - Tita,514.0,jews are,jews,anntares,Sun Sep 24 16:11:31 +0000 2017,"Jews in Texas are already in hiding from neo-Nazis, high holiday service to be held at a secret location https://t.co/93zMmeQyd3",47146080.0,0.128,,0.1,0.776,0.123
3298,3761,0.0,231.0,744.0,0.0,1.0,0.0,Wed Jul 31 16:44:36 +0000 2013,17061263.0,Belmont,Robin Rosenblatt,4159.0,jews are,jews,RobinRosenblat,Sun Sep 24 16:10:27 +0000 2017,@netanyahu We have leftists Jews who think it is right to physically attack the Right at the same time they are nice to each other and me.,1635902246.0,-0.0772,,0.1,0.809,0.091
3299,3763,0.0,688.0,847.0,0.0,3.0,0.0,Tue Sep 06 20:03:06 +0000 2011,7.854553837373481e+17,"Baltimore, MD",Melvin Bagby,13338.0,jews are,jews,MelvinBagby,Sun Sep 24 16:06:35 +0000 2017,"@fahqinitupagain @Mathiasian @1blessedbee No, but you seem to think Jews are.",369115487.0,-0.1531,,0.138,0.862,0.0
3300,3764,0.0,25.0,14.0,0.0,0.0,0.0,Sun Jan 12 17:43:24 +0000 2014,,,Jacques E. Smith,3178.0,jews are,jews,newtexan503,Sun Sep 24 16:04:43 +0000 2017,"The American Indians need to stand up! Show the White, Black,Jews,Muslims,Islamic,Hindu, Christians! Just how evil you all are!",2288468840.0,-0.7412,,0.237,0.763,0.0
3301,3765,0.0,17.0,19.0,0.0,0.0,0.0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49833.0,jews are,jews,MeriamSusan,Sun Sep 24 15:59:23 +0000 2017,the jews are always too risky for us to keep in the us,7.866086919402086e+17,-0.2023,,0.13,0.87,0.0
3302,3767,0.0,102.0,53.0,0.0,1.0,0.0,Fri Mar 04 15:06:11 +0000 2016,17453602.0,America,TrumpUniversity,2475.0,jews are,jews,SchoolOfCons,Sun Sep 24 15:57:12 +0000 2017,"@HoneyPutman Illiterate rednecks like you are more outraged by kneeling NFL players than by Nazis who shouted ""Jews… https://t.co/Eha3c7I2Lh",7.057713264479519e+17,-0.3167,,0.163,0.73,0.107
3303,3768,0.0,861.0,274.0,0.0,0.0,0.0,Mon Dec 31 15:51:37 +0000 2007,,Los Angeles,(((Luke Ford))),38835.0,jews are,jews,lukeford,Sun Sep 24 15:56:21 +0000 2017,"Torah Talk discusses Phil Giraldi's essay ""America's Jews are driving America's wars""  https://t.co/qqgmkiz7ql",11691422.0,-0.5574,,0.231,0.769,0.0
3304,3770,0.0,515.0,756.0,0.0,1.0,0.0,Mon Feb 29 23:30:07 +0000 2016,291967580.0,"Milwaukee, WI",Clinton Gallagher,6700.0,jews are,jews,tapABILITIES,Sun Sep 24 15:53:43 +0000 2017,@CarolynEmerick Jews control Jewllywood movies + Jews that control TV are in Jew York. If they start allowing WHOLE… https://t.co/ECSmSOGFLu,7.044485914363249e+17,0.0,,0.0,1.0,0.0
3305,3772,0.0,468.0,539.0,0.0,0.0,0.0,Fri Nov 28 22:17:40 +0000 2008,,"New York, NY",danafriedman64,4948.0,jews are,jews,danafriedman64,Sun Sep 24 15:42:11 +0000 2017,"Jews are taught: on Rosh HaShana our destinies are written, and on Yom Kippur they are sealed. God doesn't know from laser printers?",17721328.0,0.2732,,0.0,0.913,0.087
3306,3773,23.0,86.0,137.0,0.0,2.0,5.0,Sat Jan 19 18:59:23 +0000 2013,280664117.0,"Rolling Hills, CA",Tina Maltz,5806.0,jews are,jews,MaltzTina,Sun Sep 24 15:42:10 +0000 2017,@PatrickSvitek @tedcruz So freedom of speech is out unless you are a white supremacists marching under a confederat… https://t.co/wml20wDpDV,1104411601.0,0.5413,,0.093,0.698,0.209
3307,3774,0.0,823.0,1396.0,0.0,1.0,0.0,Sun Apr 15 18:27:25 +0000 2012,,"Panama City, FL",SATAIc ZI0nIsT N.W.O,16914.0,jews are,jews,DesiTice,Sun Sep 24 15:41:16 +0000 2017,JEWISH REMIX DANCE Orthodox Jews are dancing on House music - Op House D... https://t.co/J2jbm5wa96 via @YouTube,554626662.0,0.0,,0.0,1.0,0.0
3308,3775,2.0,215.0,36.0,0.0,1.0,0.0,Thu Nov 10 21:36:28 +0000 2016,3383049221.0,United States,AnnaBee,414.0,jews are,jews,_Annaa_Bee_,Sun Sep 24 15:39:31 +0000 2017,"@caz_foster Half of Trumps administration are zionist Jews, 2 of them are former Goldman sachs employees. Both part… https://t.co/lNjth9ZRPe",7.968288983361331e+17,0.0,,0.0,1.0,0.0
3309,3776,0.0,259.0,288.0,1.0,0.0,0.0,Mon Sep 21 16:31:01 +0000 2009,,"Cypress, CA",Glenn Hall,6026.0,jews are,jews,modhattr,Sun Sep 24 15:38:48 +0000 2017,"#ICYMI Jews in Texas are already in hiding from neo-Nazis, high holiday service to be held at a secret location https://t.co/qMYHF0w2Up",76068537.0,0.128,,0.096,0.786,0.118
3310,3777,1.0,215.0,36.0,0.0,1.0,0.0,Thu Nov 10 21:36:28 +0000 2016,3383049221.0,United States,AnnaBee,414.0,jews are,jews,_Annaa_Bee_,Sun Sep 24 15:37:11 +0000 2017,"@caz_foster It's an undeniable fact. Trump supports Israel, all his children are dating or married 2 Jews. His youn… https://t.co/3h6MNqjQrT",7.968288983361331e+17,0.3612,,0.0,0.878,0.122
3311,3778,0.0,1771.0,2720.0,0.0,1.0,0.0,Thu Jul 21 03:17:20 +0000 2016,759251.0,"New York, USA",Sue,67630.0,jews are,jews,scnyny,Sun Sep 24 15:36:31 +0000 2017,@CNN Mnuchin's ancestors who died at hands of the Nazi's are rolling in their graves-took barely 2 generations for… https://t.co/swWr80rrzR,7.559648493397647e+17,-0.5574,,0.167,0.833,0.0
3312,3780,0.0,4871.0,5353.0,0.0,9.0,0.0,Wed Aug 13 14:43:52 +0000 2014,33039919.0,Sweden,Michael Believes,39734.0,jews are,jews,michaelbelievs,Sun Sep 24 15:33:35 +0000 2017,@Shingo571 @moveurbodynow @Loo_Siffa @g_bensinger @Kerpendo @Pumpa2001 @VeronicaTalbot9 @RokedvMagen @4hala… https://t.co/ncYwPMdBhp,2729638813.0,0.0,,0.0,1.0,0.0
3313,3781,0.0,95.0,112.0,0.0,0.0,0.0,Sun Mar 12 22:20:16 +0000 2017,,Ireland,Irish agrAryan,428.0,jews are,jews,Irish_agrAryan,Sun Sep 24 15:33:12 +0000 2017,"If you aren't blaming the jews you are ignoring the truth, my friend. https://t.co/VdJmDDptdH",8.41051239408386e+17,0.6628,,0.13,0.48,0.39
3314,3782,0.0,52.0,53.0,0.0,0.0,0.0,Wed Jan 23 00:02:45 +0000 2013,,"Miami, Florida",Juan Alfredo Capote,3293.0,jews are,jews,JAlfredoCapote,Sun Sep 24 15:30:51 +0000 2017,"“So Pilate said to them, ""Take Him yourselves, and judge Him according to your law."" The Jews said to him, ""We are…” https://t.co/886rJurY8O",1112963810.0,0.0,,0.0,1.0,0.0
3315,3783,0.0,924.0,1731.0,0.0,8.0,0.0,Sun Aug 19 01:13:39 +0000 2012,7.051886674640896e+17,"New York, NY",Jill Schwartz,11217.0,jews are,jews,Jilly379,Sun Sep 24 15:30:45 +0000 2017,@prim_martin1 @carli_decarli @dixiefreshkicks @FoxNews @Ravens @Jaguars @POTUS @NFL I'm Jewish.  I don't think all… https://t.co/fOo738rY4p,766675158.0,0.0,,0.0,1.0,0.0
3316,3784,1.0,823.0,1396.0,0.0,9.0,0.0,Sun Apr 15 18:27:25 +0000 2012,8.815260753770332e+17,"Panama City, FL",SATAIc ZI0nIsT N.W.O,16914.0,jews are,jews,DesiTice,Sun Sep 24 15:27:38 +0000 2017,@laztar11 @MrBacteriaThief @ffddar @caterhamcr3 @BelindaHayle @usurybad @PaulTheMartian @LadyM3033 @Dragonsoul9Name… https://t.co/BZB0WiEBI9,554626662.0,0.0,,0.0,1.0,0.0
3317,3785,0.0,491.0,298.0,0.0,2.0,0.0,Wed Jun 03 15:27:54 +0000 2009,9.055795282270536e+17,"Philadelphia, PA",Josh 🇦🇱,17163.0,jews are,jews,karnoa,Sun Sep 24 15:27:17 +0000 2017,"@OmegaDawg83 @TaraMcCarthy_14 Lol, yes it is. 25% is non-Jewish and Jews themselves are ethnically diverse. And Ara… https://t.co/dF88HdsjAM",44381001.0,0.6705,,0.0,0.744,0.256
3318,3786,5.0,12100.0,2598.0,0.0,1.0,0.0,Sat Oct 15 22:15:17 +0000 2016,3412642223.0,"New York, NY",Lola💋 🇺🇸,15690.0,jews are,jews,DropThe_Mic,Sun Sep 24 15:25:23 +0000 2017,"@TaraMcCarthy_14 U do know there are Black Jews, Asian Jews, Jews who come from India, Iraq, Morocco, etc. Or do u… https://t.co/RKIWO1kiTl",7.874165827546317e+17,0.0,,0.0,1.0,0.0
3319,3787,10.0,1771.0,2720.0,0.0,2.0,1.0,Thu Jul 21 03:17:20 +0000 2016,21059255.0,"New York, USA",Sue,67630.0,jews are,jews,scnyny,Sun Sep 24 15:21:27 +0000 2017,@tedlieu @stevenmnuchin1 Mnuchin's ancestors who died at hands of the Nazi's are rolling in their graves-took barel… https://t.co/fTBx33u1Rv,7.559648493397647e+17,-0.5574,,0.175,0.825,0.0
3320,3788,3.0,301763.0,1438.0,0.0,1.0,8.0,Sun Mar 15 09:43:07 +0000 2009,,Israel,Haaretz.com,206559.0,jews are,jews,haaretzcom,Sun Sep 24 15:19:12 +0000 2017,"Only in Israel are Jews denied freedom, equality and diversity in their Jewish life: Opinion @URJPresident
https://t.co/5k4byHa6Wd",24506246.0,0.3182,,0.131,0.679,0.19
3321,3789,2.0,1771.0,2720.0,0.0,1.0,0.0,Thu Jul 21 03:17:20 +0000 2016,3264081.0,"New York, USA",Sue,67630.0,jews are,jews,scnyny,Sun Sep 24 15:15:42 +0000 2017,@ENBrown Mnuchin's ancestors who died at hands of the Nazi's are rolling in their graves-took barely 2 generations… https://t.co/3ay1Zs3GMw,7.559648493397647e+17,-0.5574,,0.175,0.825,0.0
3322,3790,1.0,1723.0,2115.0,1.0,1.0,0.0,Fri Jan 16 03:36:40 +0000 2009,,cave near missoula montana,problembear,20151.0,jews are,jews,problembear,Sun Sep 24 15:15:16 +0000 2017,"Hitler used hatred of jews to keep him in power...
does anyone now doubt that @realDonaldTrump supporters are racist bigots?
#takeaknee",19053099.0,-0.8316,,0.35,0.556,0.095
3323,3792,2.0,1771.0,2720.0,0.0,2.0,2.0,Thu Jul 21 03:17:20 +0000 2016,7.96807918121259e+17,"New York, USA",Sue,67630.0,jews are,jews,scnyny,Sun Sep 24 15:06:01 +0000 2017,@WendyMarcinkie1 @ENBrown Mnuchin's ancestors who died at hands of the Nazi's are rolling in their graves-took bare… https://t.co/WuKvwV6eYG,7.559648493397647e+17,-0.5574,,0.175,0.825,0.0
3324,3793,0.0,2455.0,1868.0,0.0,0.0,0.0,Mon Apr 27 18:18:19 +0000 2009,,Denmark,Thomas ن,135014.0,jews are,jews,AnteMemoriam,Sun Sep 24 15:04:12 +0000 2017,Are Jews phobic when leaving Europe and the US? https://t.co/YAKMp8zGgz,35814494.0,-0.296,,0.196,0.804,0.0
3325,3794,2.0,1771.0,2720.0,0.0,2.0,1.0,Thu Jul 21 03:17:20 +0000 2016,46197784.0,"New York, USA",Sue,67630.0,jews are,jews,scnyny,Sun Sep 24 15:00:37 +0000 2017,@WilDonnelly @mfwooten1 Mnuchin's ancestors who died at hands of the Nazi's are rolling in their graves-took barely… https://t.co/WwQE1sV2t9,7.559648493397647e+17,-0.5574,,0.175,0.825,0.0
3326,3795,0.0,343.0,120.0,0.0,1.0,0.0,Thu Jul 17 21:47:41 +0000 2014,18956073.0,West Central Florida,U S Army Veteran,11135.0,jews are,jews,US_ArmyVet,Sun Sep 24 14:59:47 +0000 2017,@dcexaminer Jews were the world's whipping boy for 2000 years. The Nazis &amp; Holocaust are only the latest in 2 mille… https://t.co/Ivgsfc9NgV,2655003332.0,0.0,,0.0,1.0,0.0
3327,3796,0.0,8.0,117.0,0.0,3.0,0.0,Sat Jul 08 19:07:51 +0000 2017,3125278220.0,"West Islip, NY",Nancy Kimbell,63.0,jews are,jews,NancyKimbell,Sun Sep 24 14:56:35 +0000 2017,@_sanjuro @JagjivanRam @TimesofIsrael Historically (not Palestinian propaganda) tells us that we are in this sad st… https://t.co/Bn9SWjy7sX,8.837645860124467e+17,-0.561,,0.185,0.815,0.0
3328,3797,0.0,23.0,184.0,0.0,3.0,0.0,Thu May 18 22:43:19 +0000 2017,4910270788.0,"Philadelphia, PA",Meryl Bonderow,126.0,jews are,jews,MizzBlintz,Sun Sep 24 14:56:28 +0000 2017,"@EnchantidAgain @nickmcnulty_ @activistmommy1 Mm m'kay. So if LGBT are silenced, who next? Who else falls within yo… https://t.co/0rGFcmCB2o",8.653370301669417e+17,0.0,,0.0,1.0,0.0
3329,3798,0.0,1256.0,840.0,0.0,0.0,0.0,Wed Nov 18 01:54:53 +0000 2009,,Somewhere in Texas ,Percy Mack,237624.0,jews are,jews,KingTeeJay,Sun Sep 24 14:54:57 +0000 2017,"Of course, I have an issue that most black entertainment entities are ran or influenced by Jews....they just exploi… https://t.co/Owkcuk1381",90775089.0,0.4728,,0.0,0.854,0.146
3330,3799,2.0,1321.0,2179.0,0.0,1.0,3.0,Sat Jan 09 16:23:11 +0000 2010,35511525.0,"Memphis, TN",Joseph Davis,31983.0,jews are,jews,jdavismemphis,Sun Sep 24 14:49:54 +0000 2017,@amconmag fired Giraldi over this honest article &gt;&gt; America’s Jews Are Driving America’s Wars https://t.co/Cf43njozYB,103307794.0,-0.5147,,0.312,0.52,0.168
