# favorite of tweet,# followers,# following,# of hastags,# of mentions,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
1,1272,80,0,1,Mon May 30 20:56:44 +0000 2016,8.54e+17,"Miami, FL",WWE ASS,6521,nigger people are,black,WWE_ASS_69,Sat Sep 23 23:28:12 +0000 2017,@pissNyamouf445 Your such a dumb ass racist nigger! people like you are what President Trump is trying to get rid of!!!,7.37e+17,Hate speech,-0.3612,y,FL,y
1,693,978,0,3,Thu Apr 23 03:18:27 +0000 2009,328744452.0,United States,Dictator Jones,4465,nigger people are,black,ANTHONEEJ,Sat Sep 23 17:44:41 +0000 2017,@nikangel39 @Trajan5689 @SheriffClarke You pro blacks are the most divisive people. He never said nigger,34513772.0,Hate speech,-0.0688,y,,n
0,1013,1526,0,0,Tue Jun 10 01:33:54 +0000 2008,,"Goldfield, NV",chad sorg,31729,nigger people are,black,FishbowlerSorg,Sat Sep 23 17:07:31 +0000 2017,"Warning, touchy subject:
The word Nigger for black people is like the word Racist for white people. These are... https://t.co/UBRXXnCVXc",15068127.0,Hate speech,0.0,y,NV,y
2,3880,1981,0,0,Fri Dec 18 21:50:17 +0000 2009,,"Orlando, FL",SkyDaddy Bing,425833,nigger people are,black,imBINGnotGOOGLE,Thu Sep 21 22:18:48 +0000 2017,Sending tough tweets cool til you get called a nigger. Then you record yourself in tears asking why white people are like this in 2017.,97755288.0,Hate speech,0.0,y,FL,y
2,1455,1405,0,1,Fri Feb 27 15:27:26 +0000 2015,129235890.0,USA,free bird?????,27251,nigger people are,black,darby_bartley,Wed Sep 20 14:43:38 +0000 2017,@Lrihendry Calling people White supremacy is nasty Racism..same as calling people nigger or chink ..They protest ag https://t.co/LCy4CRftB4,3046840980.0,Hate speech,-0.4389,y,,n
0,36,360,0,1,Wed Jun 25 01:07:19 +0000 2014,73657657.0,"Ohio, USA",robert lucas,1148,nigger are,black,robertl95869194,Sun Sep 24 23:43:48 +0000 2017,@BarracudaMama nigger you and obama are the disgrace mfer,2586624763.0,Hate speech,0.0,y,OH,y
0,38,71,0,1,Wed Aug 09 17:53:05 +0000 2017,1520501.0,"Jasper, TX",Sarah Louise Shaw,16,nigger are,black,SarahLouiseSha9,Sun Sep 24 23:39:39 +0000 2017,"@advodude The players are not praying when they kneel, they just don't won't their asses beat by their nigger team mates.",8.95e+17,Hate speech,-0.7514,y,TX,y
0,77,716,0,1,Tue Oct 06 01:10:11 +0000 2015,8.66e+17,United States,Ashley,924,nigger are,black,classyladies8,Sun Sep 24 23:29:33 +0000 2017,@mtvbarbielive You are one ugly nigger. Damn you need to be in the psych ward,3876098392.0,Hate speech,-0.6369,y,,n
1,26,19,0,2,Wed Jan 25 22:33:35 +0000 2017,8.34e+17,United States,PisT,138,nigger are,black,Kihzyv2,Sun Sep 24 22:51:25 +0000 2017,@Snzopy @MohakKumar_ You're dogshit who are you nigger,8.24e+17,Hate speech,-0.5106,y,,n
0,163,240,0,1,Sat Jun 17 23:05:52 +0000 2017,8.76e+17,"Toronto, Ontario",dragon girl,4614,nigger are,black,_Dr_James,Sun Sep 24 21:12:32 +0000 2017,@grimrai are you gonna let a nigger take your precious girlfriend,8.76e+17,Hate speech,-0.7717,y,,n
0,53,91,0,1,Mon Jun 16 22:38:12 +0000 2014,43139414.0,United States,FUCKINGPIECEOFSHIT,4479,nigger are,black,thenewtribe_,Sun Sep 24 20:02:23 +0000 2017,@RealSkipBayless Cowboys are flawed block me nigger,2571743352.0,Hate speech,-0.1531,y,,n
0,69,645,0,2,Mon Jun 19 17:14:21 +0000 2017,102473438.0,"Fort Collins, CO",krissy johnson,581,nigger are,black,KrissyMaeJohns1,Sun Sep 24 19:30:37 +0000 2017,@GwenRousseau @realDonaldTrump For a white guy you like fried chicken a lot! Are you sure there isn't a nigger in wood pile somewhere ?,8.77e+17,Hate speech,0.0,y,CO,y
0,12,44,0,1,Mon Jan 02 14:23:59 +0000 2017,10774652.0,"New York, USA",mike20,321,nigger are,black,Michaeldimino1,Sun Sep 24 18:40:21 +0000 2017,@theblaze These are the thugs the word nigger is intended for,8.16e+17,Hate speech,0.0,y,NY,y
0,1,8,0,1,Mon Jul 04 16:00:29 +0000 2016,358321187.0,"Ohio, USA",ccmonywon1,116,nigger are,black,skippybuddy8,Sun Sep 24 17:29:23 +0000 2017,@KennyBritt_18 You are one dumb NIGGER!! Cannot even catch a football!! You and Nigger Kizer need to go. High school players play better!!!,7.5e+17,Hate speech,-0.8885,y,OH,y
0,132,307,0,0,Sat Jul 02 00:31:42 +0000 2016,,"Phoenix, Az",Guy A,6077,nigger are,black,absher_guy,Sun Sep 24 14:17:55 +0000 2017,Fucking nigger football player's think they are taking a stand on racism have another thing coming ; your making it https://t.co/3bDJaHWCeD,7.49e+17,Hate speech,0.0,y,AZ,y
0,276,186,0,1,Thu Nov 24 03:18:33 +0000 2016,8.15e+17,"Detroit, MI",gum?y,5605,nigger are,black,GUM3Y,Sun Sep 24 07:48:37 +0000 2017,@teenfatigue_ i dont wanna get fired think of how retarded i am they are arab and nigger is in the top 5 of my favo https://t.co/ebhDav8Ugg,8.02e+17,Hate speech,0.0,y,MI,y
1,15427,6567,0,0,Sat Nov 10 07:29:43 +0000 2012,,"Missouri, USA",LILJUICYAKADATJUICY?,22051,nigger are,black,akadatjuicy,Sun Sep 24 07:24:29 +0000 2017,Black man we are now enimes till my casket drop fuck u and youre nigger party https://t.co/cYXDs79Mj2 lzt,938573995.0,Hate speech,0.0,y,MI,y
0,313,543,0,0,Mon Sep 28 11:49:07 +0000 2015,,"Michigan, USA",Devin/Smeargle,41521,nigger are,black,hvralts,Sun Sep 24 06:12:06 +0000 2017,arenas are pretty good for acting like a nigger,3714337034.0,Hate speech,0.0,y,MI,y
1,298,363,0,3,Tue Jan 24 05:51:34 +0000 2017,896258742.0,"New York, USA",Swi,9430,nigger are,black,jr_swiatek,Sun Sep 24 04:52:22 +0000 2017,@hrtablaze @InTheYear1611_ @POTUS You are a nigger!!,8.24e+17,Hate speech,0.0,y,NY,y
0,30,95,4,1,Mon Aug 22 19:32:07 +0000 2016,8.22e+17,"New York, USA",collin howard,207,nigger are,black,CollinLHoward,Sun Sep 24 01:36:44 +0000 2017,@POTUS has spoken. If you are a #poc with a voice you are a #nigger. He said SOB but you know what he meant. #fuxkyou #maga,7.68e+17,Hate speech,-0.2183,y,NY,y
1,39,367,0,0,Mon Jan 02 04:28:43 +0000 2017,,norway,obama death grips,3751,nigger are,black,bigloser420,Sun Sep 24 01:01:53 +0000 2017,nigger man nigger man who are you nigger man nigger man i will shoot you,8.16e+17,Hate speech,0.0,y,,n
2,751,548,0,1,Tue Sep 20 00:13:31 +0000 2016,486029666.0,"Los Angeles, CA",SoCal Beach Goys,412,nigger are,black,BeachGoys,Sat Sep 23 04:47:04 +0000 2017,@NicholasJLevi Dear Jew.  You are a nigger,7.78e+17,Hate speech,-0.7506,y,CA,y
1,319,829,0,2,Thu Apr 14 20:42:19 +0000 2011,3976683923.0,"Fayetteville, GA",William Moore,26526,nigger are,black,williamfytylga,Sat Sep 23 01:47:36 +0000 2017,"@benjaminamick43 @csa4_ever Damn it, you are right son, damn that nigger throwing his greasy fist up like that!",282239628.0,Hate speech,0.0,y,GA,y
1,25,43,0,1,Tue May 30 16:12:38 +0000 2017,9.09e+17,United States of America,Shimon Kach,358,nigger are,black,shimon_kach,Fri Sep 22 22:20:24 +0000 2017,"@RightWingTakes2 Who are you calling a nigger? I wasn't calling anyone a nigger, mr nigger sir.",8.7e+17,Hate speech,-0.3818,y,,n
0,32,230,0,0,Tue Oct 16 01:04:24 +0000 2012,,"Dallas, TX",jalapenojack,1686,nigger are,black,CastoPatrick,Thu Sep 21 17:25:08 +0000 2017,"Not a big damn deal! Theres no double standard. If blacks are going to sing about being a nigger, anyone can say it https://t.co/uM8NCA8c3p",883402590.0,Hate speech,-0.0772,y,TX,y
0,96,818,0,1,Mon Dec 29 05:19:22 +0000 2014,3041872149.0,"Pennsylvania, USA",Lisa Trout-Porrini,4209,nigger are,black,lporr88,Thu Sep 21 12:28:15 +0000 2017,"@badmonken And why are you allowed to say nigger, but no one else can? Well guess what, you can't say white boy or https://t.co/cWmhoSdv6s",2948538845.0,Hate speech,-0.8519,y,PA,y
1,84,245,0,1,Wed Sep 07 21:15:43 +0000 2011,2728599772.0,United States,Donti,606,nigger are,black,dontishari,Thu Sep 21 10:53:04 +0000 2017,@haynesworthiii sounds like u are the self hating racist against ur own. She called u what u are. A Lost Nigger! Kick rocks loser,369734030.0,Hate speech,-0.6908,y,,n
0,35,155,0,1,Sun Aug 30 05:34:17 +0000 2015,57708120.0,"Dallas, TX",ULTRAMEGADUDER,1347,nigger are,black,j0eyf1nk,Thu Sep 21 01:04:12 +0000 2017,"@NanInKansas Oh god, you ARE a proud progressive nigger! Fuck off!",3389390414.0,Hate speech,0.0,y,TX,y
0,1752,1955,0,0,Tue Jun 14 02:11:13 +0000 2016,,"Vermont, USA",No Guts-No Glory,21434,nigger are,black,PC_Opinionated,Thu Sep 21 00:33:27 +0000 2017,"So words like honky, coon, cracker, nigger, spic, etc., are considered offensive but words like Bigot, Racist, White Supremacist are fine?",7.43e+17,Hate speech,-0.6705,y,VT,y
1,1957,61,2,0,Thu May 14 05:27:21 +0000 2009,,United States,Mimi Plastique,9056,nigger are,black,yokokudoo,Wed Sep 20 09:57:36 +0000 2017,"About to lay down and watch a Joan Crawford Movie . If you are a fan , be that way from afar - Im no longer trusting #extortion #nigger",39934905.0,Hate speech,-0.6486,y,,n
0,316,120,0,0,Tue Jul 23 21:06:24 +0000 2013,,"Williamston, NC",MugshotMatt,6201,nigger are,black,Matthewshanea94,Wed Sep 20 02:23:23 +0000 2017,Nigger lovers are the best dick suckers,1616112506.0,Hate speech,-0.8834,y,NC,y
0,109,68,0,0,Thu May 02 11:48:34 +0000 2013,,"Chicago, IL",Mike,1360,nigger are,black,singleguymike,Wed Sep 20 00:40:23 +0000 2017,Why do blacks think it's cool to use the word nigger? Just shows how all they want is attention or are very dumb,1396999286.0,Hate speech,-0.6486,y,IL,y
0,0,30,0,1,Mon May 29 13:23:21 +0000 2017,8.03e+17,Morocco,AnglsReturn,28,nigger are,black,AnglsWantSucc,Tue Sep 19 12:29:15 +0000 2017,"@Brainy_Narwhal Nigger faggot, where the fuck are you",8.69e+17,Hate speech,-0.6486,y,,n
0,224,324,0,1,Wed Apr 16 22:18:54 +0000 2014,8.21e+17,"District of Columbia, USA",Juche AF,2883,nigger are,black,heftypropaganda,Tue Sep 19 01:50:09 +0000 2017,@The_Snake_Oil holy shit. you ARE a nigger. Next you'll be pointing out the vast scientific consensus on rising sea https://t.co/YgrPqKXHKO,2448146256.0,Hate speech,-0.9096,y,DC,y
0,20,318,0,0,Fri Aug 04 21:14:33 +0000 2017,,"Hiawassee, Ga",lunalee17,1183,nigger are,black,AngieNi16523238,Mon Sep 18 18:14:38 +0000 2017,Ab said gotta kill a nigger or a Mexican to get in ... new car .. a lil money.... Charles and ben brown yall aren't god are yall,8.94e+17,Hate speech,-0.0795,y,GA,y
0,2408,870,0,1,Wed Jun 10 21:54:35 +0000 2009,287462724.0,"Mississippi, USA",??,126394,nigger are,black,CMBogan,Mon Sep 18 17:21:50 +0000 2017,@FlashFudd You are a nigger.,46236764.0,Hate speech,-0.6486,y,MS,y
1,30,64,0,3,Sun May 14 05:31:05 +0000 2017,7.65e+17,"Visalia, CA",gabe scott,278,nigger are,black,gabescott10,Mon Sep 18 05:00:48 +0000 2017,@haydizzzlee @lizm3345 @_matttthew_ you are a fucking nigger,8.64e+17,Hate speech,0.0,y,,n
0,181,42,0,1,Thu Dec 17 21:01:26 +0000 2015,613040973.0,"Michigan, USA",Knsu,518,nigger are,black,xKnsu,Mon Sep 18 04:42:31 +0000 2017,@xFearrz All of you guys are a bunch of pumpkin beaner trick or nigger booger flavored bubble gum eating pussies.,4517581911.0,Hate speech,0.0,y,MI,y
0,5,104,0,4,Mon Jan 30 07:13:56 +0000 2017,731070708.0,United States,Random News Watcher,106,nigger are,black,WatcherRandom,Mon Sep 18 03:23:39 +0000 2017,@chelsea_yigan @z4nde @_Tommy_yx @antoniodelotero You worthless nigger millennials are responsible for the collapse of America.,8.26e+17,Hate speech,0.0,y,,n
0,2,60,0,1,Sun Sep 10 21:43:28 +0000 2017,39975533.0,"Pennsylvania, USA",omonla,47,nigger are,black,hadeleke_omo,Mon Sep 18 00:40:10 +0000 2017,@vanguardngrnews Nigger are,9.07e+17,Hate speech,0.0,y,PA,y
0,48,247,0,1,Fri Oct 10 20:34:38 +0000 2014,8.02e+17,"Shreveport, LA",Elizabeth Petersen,11,nigger are,black,parkwaywideput,Mon Sep 18 00:39:18 +0000 2017,@AqibTalib21 you are a racist nigger,2851081200.0,Hate speech,-0.7184,y,LA,y
0,4018,3561,0,0,Sun Apr 13 23:22:31 +0000 2014,,"New Orleans, Louisiana, USA",NG504,136724,nigger are,black,NiceGuy504,Sun Sep 17 22:21:21 +0000 2017,"Just as cops are ordered to fill ticket quotas, they are ordered to go out &amp; kill a nigger",2442837163.0,Hate speech,-0.1779,y,LA,y
0,23,46,0,1,Wed Mar 18 01:35:35 +0000 2015,35797559.0,"Mena, AR",Trailltrader,1379,nigger are,black,Trailltrader,Sun Sep 17 19:44:26 +0000 2017,"@ALSHARPTON_REV You're such a nigger.  You really are.  You incite hate, war,,,,u are spiritually ugly.  Be more like Wendy Williams",3094663758.0,Hate speech,-0.5423,y,AR,y
0,247,1333,0,1,Tue Feb 22 22:44:47 +0000 2011,118845216.0,"Clearwater, FL",Jeremy Sparks,7125,nigger are,black,XBlade13,Sun Sep 17 13:05:56 +0000 2017,@SheriffClarke Nigger are you for real? Stop eating your coon flakes.,256226507.0,Hate speech,-0.7579,y,FL,y
4,128,362,0,3,Wed Feb 15 00:49:01 +0000 2017,7.49e+17,"Neosho, MO",Cineoll_YT,2160,nigger are,black,CineollYT,Sun Sep 17 01:46:45 +0000 2017,@CAZ_official_ @Qu_ote__ @Nike_fawzi Fuk off you are not involved in this you nigger,8.32e+17,Hate speech,0.0,y,MO,y
1,17,174,0,0,Mon Jul 31 20:42:55 +0000 2017,,United States,The Boys,26,nigger are,black,TheBoysKillinit,Sun Sep 17 01:30:17 +0000 2017,You dumb nigger trixs are for kids!!,8.92e+17,Hate speech,-0.8519,y,,n
1,113,49,0,1,Tue May 31 20:48:17 +0000 2016,2595058308.0,"Memphis, TN",.,1873,nigger are,black,Su5lime,Sat Sep 16 23:08:39 +0000 2017,@Pheasted no dude im sick of having nothing to do bc all of my pals are playing nigger ball,7.38e+17,Hate speech,0.0,y,TN,y
0,11,74,0,2,Fri Jun 30 12:39:03 +0000 2017,22546542.0,"Cleveland, GA",Tedd Fuxedo,119,nigger are,black,SpuddzBuckley,Sat Sep 16 09:00:18 +0000 2017,"@mascan42 @AnthonyCumiaxyz If you think that Twitter and/or the amount of followers you have matters, even slightly, you are a silly nigger.",8.81e+17,Hate speech,-0.5423,y,GA,y
1,275,127,0,1,Sun Jul 02 09:19:30 +0000 2017,2972210721.0,"Pittsburgh, PA",Beep Beep Lettuce,3147,nigger are,black,ShadyAveeee,Fri Sep 15 23:45:57 +0000 2017,@RlGGY Tigger on the nigger are you retarded,8.81e+17,Hate speech,-0.1007,y,PA,y
0,245,575,0,0,Thu Sep 07 05:27:25 +0000 2017,,White America,Jim Humbert,1351,nigger are,black,JimHumbert2,Fri Sep 15 16:39:24 +0000 2017,Oh oh the holocaust bad terrible DJT Jew nigger have to honor it but confederate monuments DJT ~} F them they are for the whiteys !!,9.06e+17,Hate speech,-0.7351,y,,n
1,11,171,0,0,Tue Sep 12 23:20:08 +0000 2017,,Same location as you,Nigger McFaggotson,148,nigger are,black,winterdrill,Fri Sep 15 13:10:57 +0000 2017,"My pronouns are nigger, faggot, and retard.",9.08e+17,Hate speech,-0.5275,y,,n
1,2575,2377,0,0,Sat Aug 27 14:09:55 +0000 2011,,|Accomplishing my aspirationsl,Juicy J  ???,95501,i hate nigger,black,jammy_neutron,Thu Sep 21 21:13:36 +0000 2017,You know what I hate even more than a racist cracker jack ass mf?? A COON ASS TOKEN NIGGER,363083125.0,Hate speech,-0.6908,y,,n
0,2149,1404,1,0,Sat Apr 04 15:59:38 +0000 2009,,"Taylor, MI",QNTKKA,125380,i hate nigger,black,Qntkka,Thu Sep 21 19:21:26 +0000 2017,"I hate to use this expression, but it fits, #MorganFreeman , the world doesn't need you playing Hollywood House Nigger right now.
Fuck off.",28817025.0,Hate speech,-0.4019,y,MI,y
0,229,61,0,1,Tue Jan 03 23:06:50 +0000 2017,8.51e+17,South,@scumeoh locked,365,i hate nigger,black,mchvllnsm,Tue Sep 19 02:17:09 +0000 2017,@xanaxdeaIer Bro i hate this website i cant call someone a nigger anymore,8.16e+17,Hate speech,0.0,y,,n
0,371,684,0,0,Fri Jul 14 12:35:22 +0000 2017,,"Miami Beach, FL",????? ????,3204,i hate nigger,black,Kalder_,Mon Sep 18 04:09:58 +0000 2017,I honestly hate nigger twitter https://t.co/EyJ5MNR5HW,8.86e+17,Hate speech,-0.5106,y,FL,y
0,9,23,0,0,Tue Mar 28 23:19:14 +0000 2017,,"California, USA",Gabriel,4351,i hate nigger,black,Gabriel3555555,Sun Sep 17 21:09:18 +0000 2017,Wait that nigger gave me ranch? You wonder why I hate them.,8.47e+17,Hate speech,-0.7717,y,CA,y
