,Blacks,"The color of cast iron after weathering or ""black"" pipe - plumber's term for ungalvanized cast/ductile iron."
,Blacks,Chad is the country next to Niger in Africa
Chain Dragger,Blacks,Refers to being on a prison chain gang.
,Blacks,"Heard throughout Ireland, extremely derogatory word for blacks, who have an increasing number in the Irish population."
,Blacks,Used by Hispanics. Spanish word meaning monkey.
,Blacks,Used by Tony Soprano from The Sopranos to represent his daughter's half black boyfriend.
,Blacks,Russian term literally translating as 'Black-Assed'. Found here
,Blacks,From Alice In Wonderland. The only way you see them in the dark is if they open their eyes and smile.
,Blacks,Heavy concentration of blacks in Chicago
Chicken Bandit,Blacks,Refers to one of their favorite foods.
,Blacks,The chiquita bananas have the black woman on the sticker
,Blacks,"Short for chocolate, in reference to skin color."
,Blacks,Chocolate is brown.
,Blacks,A black guy who acts white.
,Blacks,Panamanian derogatory jargon.
,Blacks,"From the monster movie ""C.H.U.D."", starring primitive dark creatures that lived in sewers"
,Blacks,From that African language that all it is is clicks and whistles
Cliff Ape,Blacks,Black/Simian/Primate eference
,Blacks,A street term for lowest level crack dealer.
,Blacks,Perhaps comes from the name of the monkey in the Clint Eastwood films
,Blacks,"A Russian term for blacks, which originated because of their dark skin which looks like it is covered in coal dust. Pronounced ""shahktor"" in Russian."
,Blacks,"From southwestern area of the US, called blacks ""cocoa"" for very much disrespect. See Cocoa Puff."
,Blacks,Blacks with afros or puffy hair
,Blacks,"Dominicans used this term for Blacks because they look like ""Coco""nuts and it sounds really African."
,Blacks,"Blacks, Hispanics, Filipino, Arabs, etc. Mainly used to describe dark-skinned people who are perceived as trying to be ""white""...brown on the outside, white on the inside."
,Blacks,It's what you call a black guy that stutters
,Blacks,"In the South, some Blacks refer to all beverages as ""Cold Drinks."" For example, ""I want some cold drink!"""
,Blacks,Black who act white: Colin Powell.
,Blacks,Refers to Colonel Sanders. Blacks are thought to love Kentucky Fried Chicken.
,Blacks,"Skin color. Probably not a very good slur, as it's one of the words of NAACP."
,Blacks,"In reference to John Coltrane, the famous Jazz saxophonist. Used in the film ""The Royal Tenenbaum's"""
,Blacks,Dark African Americans who act better than White people
,Blacks,In reference to the ring-shaped objects primitive peoples from the South American jungles insert into their lips.
,Blacks,"Derived from ""conk"", a lye-straightened hairdo popularized in the 1920s by Cab Calloway."
,Blacks,Refers to the Spanish conquerors who took over areas against the will of the current inhabitants.
,Blacks,"One of the few jobs blacks were allowed to do after enlisting in the U.S. Navy was food preparation. Referenced in ""Men of Honor."""
Coon,Blacks,"Probably refers to the Portuguese word for slave pens or barracks ""baracoons"". Could also have meaning as a shortening of ""raccoon"", as raccoons have a tendency to steal."
,,
,,"Possibly from Dr. Carleton Coon, who, in the mid-1960's, theorized that blacks were less evolved than whites."
,Blacks,Black people from Canada
,Blacks,Black actor who sells out to get laughs from white people.
,Blacks,"Whenever a White man fucks a Black woman, he gets some Coontang"
,Blacks,Derivative of the name of a champagne; Cordon Negro.
,Blacks,"It was in the movie ""Shaft."" Apparently Black people like Corn Bread."
,Blacks,Planet Of The Apes reference.
,Blacks,Sitcom named the Cosby's. A family of all blacks.
,Blacks,Nappy/frizzy hair esp. the 70's Afro style; bought to pick cotton in the Old South
Cotton-Picker,Blacks,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.
,Blacks,"Fondness of ""CRAW""dads."
,Blacks,"Black people are colored, as in crayons."
,Blacks,A famous black person in the world of advertising is the man on the Cream of Wheat box.
,Blacks,"Color of skin vs. cricket's color (brown/black). Pure blooded Blacks having ""large fish eyes, dark brown skin, and long legs like a cricket."" Could also refer to Blacks that stay up all night playing loud thumping music, real common in the industrial Midwest."
,Blacks,The high crime rate among Blacks.
,Blacks,Refers to an African American woman who has an abortion
,Blacks,"Refers to pregnant black women, thought to be breeding future criminals."
,Blacks,Brazilian slur for black people
,Blacks,Very dark black people are refered to as crispy
,Blacks,"Relatively large black bird. Could also be a reference to ""Jim Crow"", a popular 19th-century minstrel song that stereotyped African Americans, which later was used as the name of the Jim Crow laws, which enforced racial segregation in the South."
,Blacks,Look like cartoon bear cubs.
,Blacks,"Heard used by white southern Georgia farmers to describe blacks. The origin is that blacks are always being arrested and being hand""cuffed"" by the police."
Curb-Biter,Blacks,"Having someone bite the curb and kicking him in the back of the head is a painful way to kill someone. Often, as in the movie American History X, it is used as punishment for insubordinate blacks."
,Blacks,In Polish 'black' (as a color) is 'czarny'. Strongly derogatory.
,Blacks,Dumb Fucking Nigger
,Blacks,"""Dumb Ass Nigger"". Used to conceil racially discrimative remarks towards blacks when present."
Darkie,Blacks,Skin color.
,Blacks,Self Explanatory. Often used to describe a crowd of African Americans.
,Blacks,"Some blacks call other ""Dawgs"". See: Homie"
,Blacks,They are known often as this in a court of law
,Blacks,A popular political affiliation among African Americans. Also in reference to always wanting stuff for free.
,Blacks,Destro is the evil Cobra character from G.I. Joe.
,Blacks,"On the Philadelphia police form, 1=white, 2=black"
,Blacks,"Black on the outside, white on the inside. Blacks who act white"
,Blacks,"Used in the novel ""To Kill a Mockingbird""."
,Blacks,"Black people stand by the mail box and ask the mailman, ""Do 'da, do 'da welfare check come today?"""
,Blacks,Donkey Kong was a large ape.
,Blacks,Refers to their dootie-brown skin.
,Blacks,Blacks have a fondness for Doritos.
,Blacks,Shorter version of 'African American.'
,Blacks,"Used for extra-dark Blacks, appearing as if they were dipped in chocolate twice."
,Blacks,"Japanese slur for blacks. Dou means dirt, jin means person."
,Blacks,Driving While Black. Police-type term referring to blacks driving through white neighborhoods.
,Blacks,"Black Children -- ""little eggplant."""
,Blacks,Tagalog word for black (Phillipines)
,Blacks,Slur used mainly by Italians. See: Moolie.
,Blacks,"A derogatory term used by Filipinos meaning ""nigger""."
,Blacks,Filipino racial slang for Black people
,Blacks,Color of the eight ball in pool
,Blacks,Non-demanding job for education-less/trade-less person.
,Blacks,"During the late 80's and early 90's it was popular for blacks to cut their hair at an angle, forming a bevel that look similar to those pink erasers that you used in grade school."
,Blacks,"Meaning ""Apes Obey!"" Used by British Colonial masters in Africa commanding the African workers to get to work. The early colonized Africans, not knowing the meaning of the command also cultivated it into their language- using it among themselves to gather themselves to work efficiently."
,Blacks,"A southern exspression that represents their burnt appearence, as well as their stereotypical love of fried chicken."
,Blacks,Arabs use this word meaning charcoal to describe blacks and very dark arabs
,Blacks,"Blacks who try to act Jamaican, but actually aren't. Mostly used on TV or for musical purposes. For example, Miss Cleo: psychic advisor and tarot card reader."
,Blacks,"Used against overweight African American males in reference to a popular 1980's cartoon created by Bill Cosby (for example, saying ""hey hey hey"" around a fat black man could be considered offensive by some)"
,Blacks,Short for Feargal Sharkey (a UK Pop singer from late 70's and 80's) which rhymes with Darkie.
,Blacks,February is Black history month.
Field Nigger,Blacks,"Field nigger is the term used to label blacks who choose not to identify with popular white society and culture, as opposed to house niggers--blacks who bend over backwards to win or maintain favor with whites while relishing in the fact that they at least reside in the house with the master rather then outside with the majority of blacks."
,Blacks,"Finally I Left Africa, popular clothing brand"
,Blacks,"In Zimbabwe, the blacks are referred to as floppies because of the floppy hats they wear on their heads."
,Blacks,"Black people are known to drink ""40""oz beers"
,Blacks,The only black kid from the Peanuts series.
,Blacks,"Term that represents people with big ""packages."""
,Blacks,From Afro hair style and Bro for brother.
,Blacks,"when one gets frostbite, their skin becomes dark"
,Blacks,"As in the clothing line F.U.B.U., or known by African Americans as ""For Us, By Us."" Racially translated to ""Farmers Used to Buy (or Beat) Us"""
,Blacks,Two-thirds of American inmates are Black.
,Blacks,"Shortened from Gangster or OG (Original Gangster). Used as a greeting between gang members (""Yo, G, what up?""). Used in a derogatory fashion by members of other races or non-gang members."
,Blacks,"Redneck term. Short for nig-GAR. Could also refer to the Gar, a fish similar to the piranha, found in streams in the Southern US and eating by many Southern Blacks."
,Blacks,Dark meat of the chicken that was fed to alligators.
,Blacks,The highest level of education many Blacks get to.
,Blacks,Specifically a derogatory term referring to the Gullah culture of African ex-slaves on the Atlantic coast of South Carolina/Georgia/Northern Florida.
,Blacks,"Many Black people are forced into poor, crowded neighborhoods, like Jews were during the Holocaust. The crowded, poor Jewish neighborhoods were called ""Ghettoes."" So are the poor, crowded neighborhoods that Blacks are forced into."
Ghetto Hamster,Blacks,Black Children. A disposable pet.
Ghetto Monkey,Blacks,Blacks tend to live in ghettos.
,Blacks,Blacks who have sex with whites.
,Blacks,It is an often stereotype that most people who collect unemployment are black. And blacks pretend they are injured so they can collect.
,Blacks,Always carry Glocks when the go dealing
,Blacks,Refers to an old black caricature doll.
,Blacks,Rodney Gor (ney-gor)
,Blacks,Another Black-primate reference.
,Blacks,It is said that blacks have an affinity for grape soda. Grapico is a popular brand in the South.
,Blacks,Refers to the oily nature of a black person's hair.
,Blacks,From neGRO.
,Blacks,Short for Negroid.
,Blacks,Black Women. Used at the Battle of Valley Forge to describe the Black women who prepared the cannons.
,Blacks,Grand Theft Auto games are said to represent the lifestyle of black males.
Guttermonkey,Blacks,Monkeys that live in the gutter.
,Blacks,"Cantonese for ""black ghost."""
,Blacks,Word means 'burnt' in Chinese
,Blacks,Reference to when blacks were counted as half a human for voting purposes.
,Blacks,Refers to overweight black men.
,Blacks,Harlem's (NY) residents are primarily Black.
,Blacks,See: Spook
,Blacks,Black people who are able to play an electric guitar. Found offensive among certain groups.
,Blacks,"Light-skinned black person. Adjective, generally used by blacks in describing blacks with a light complexion"
,Blacks,"Acronym for ""Head Nigger In Charge."" Used by Morgan Freeman's character in ""Lean on Me."""
,Blacks,"Words uttered when a gun is pointed at Blacks in old South Africa. ""Baas"" being Afrikaans for boss."
,Blacks,"They work in large hotels and ""hold the door"" to let white folks in"
,Blacks,Black Priests only
,Blacks,"Synonymous with friend in the black community, used by other races to poke fun at that."
,Blacks,"Black people in the United States and Canada use this term to refer to an older, beaten up, junky car."
,Blacks,From the pop band of the 1980's Hootie and the Blowfish. The lead singer was black (obviously Hootie). The other members of the band were white (Blowfish).
,Blacks,Self-explanatory.
,Blacks,"Ebonics: ""I gave the bitch crabs and the hotel everybody."""
,Blacks,"Probably derived from Afrikaans ""Hottentot"", a name for a very traditional Khoisan group generally recognized as among the most primitive on earth."
House Nigger,Blacks,"The slaves called the butlers house niggers, basic Uncle Tom reference."
,Blacks,Black Panther founder Huey P. Newton
Hutch,Blacks,Used by some southern people to refer to black people. May reference the type of cage used to keep small animals.
,Blacks,Taken from the Cosby show. A commentary on rich black people living like whites.
,Blacks,stands for Indigenous Population
,Blacks,Referring to the color of skin. Used mainly by darker-skinned Blacks to lighter-skinned Blacks. Also Ink Baby or Inkspot.
,Blacks,"A goofy black guy, like the guy from Good Times."
,Blacks,Combination of 'jack rabbit' and 'Aunt Jemima.' People have said that jack rabbits looked like 'lynched' black people.
,Blacks,Cause they always want to hit the jackpot
,Blacks,Refers to Blacks from Africa who are considered by other Blacks as unsophisticated. Comes from 'Jambo Kenya' in the Kenya National Anthem
,Blacks,"In Star Wars Episode 1, the computer-generated character Jar Jar Binks was filled with stereotypical black behavior. The actor who did the voice was also Black."
,Blacks,"""Everyone hates the black ones."""
,Blacks,Popular black hairstyle.
,Blacks,"New Jersey = the arm pit of America, this does not mean that African Americans live in Jersey. However, in any city in America, African Americans can be found in the worst parts (or arm pits) of that city. Therefore making them Jersey-dwellers."
,Blacks,"For their ""jet black"" skin. Also for the black-orienied weekly magazine JET."
,Blacks,Specifically Rastifarians. The traditional Rastafarian hat resembles a popped container of Jiffy Pop popcorn
Jig,Blacks,Short for Jigaboo.
,Blacks,Black men go for fat white chicks
Jigaboo,Blacks,"Very dark-skinned Black people. Usually used among lighter-skinned African-Americans to refer to ones of very dark complexion. Made popular in the 1975 movie ""Cooley High."" Often shortened to ""Jig."""
Jigga,Blacks,"Shortening of Jigaboo used in pop culture today,"
,Blacks,"Heard it used by Renko on Hill Street Blues. He called an older black man ""Jim"" and the guy flipped out and roared, ""Who are you callin' Jim?"" Most likely comes from the old Black slave character Jim in the book _Tom Sawyer_."
,Blacks,"Used a lot during the Civil War. He was a stereotypical minstrel show character, history described here. Also used to describe segregationist laws in the south, but I recently read about a bus driver who was fired for using the term to describe a black person."
,Blacks,"White on inside, black on outside."
,Blacks,"The black slave from the movie ""Gladiator."""
,Blacks,July Ham is a Watermelon
,Blacks,"They come out in great numbers in the summer, and sit in the middle of the road."
Jungle Bunny,Blacks,Jungle is referred to their jungle origins and bunny is referred to some people saying that jack rabbits looked like 'lynched' black people.
,Blacks,"Ie. ""Hey I know that guy, he's Justin Igger"""
,Blacks,"Afrikaaner word for blacks, very derogatory. Made popular by Lethal Weapon 2."
,Blacks,"In apartheit South Africa, it meant much the same as 'nigger' does in the United States."
,Blacks,Indian word for the color black. Used by Indians as a slur for black people.
,Blacks,Black people like fried chicken.
,Blacks,"From Amos & Andy. Usually in reference to a poor, older black man."
,Blacks,Cuban slur for blacks. Kirby is a popular black bean manufacturer amongst cubans.
,Blacks,Kunta Kinte's daughter from the movie Roots.
,Blacks,Comes from Negro.
Knuckle-Dragger,Blacks,Often believed that black people have longer arms than other races and therefore their knuckles would drag.
,Blacks,The popular black basketball player recently embroiled in a rape trial.
,Blacks,Japanese term for Blacks or anyone of African descent.
,Blacks,Black people are stereotypically partial to the red Koolaid.
,Blacks,Hebrew word for Africa or a black person
,Blacks,"From Kunta Kinte in the book/movie ""Roots."""
,Blacks,"Japanese derogatory term-""kuro""=black color; ""chan""=suffix used for children or someone younger"
,Blacks,"Used in Japan; considered very derogatory. Comes from ""kuro"" (=black color) and ""bo"" (casual suffix meaning young man)."
,Blacks,Israelis call black ethiopians kushi and blacks period. Means nigger. Originated from Cush.
,Blacks,"""Lando"" is the token Black character in both the original Star Wars Trilogy, and in Clerks: The Animated Series (Which lampoons that aspect of Star Wars)"
,Blacks,Reference to famous black actor/singer.
,Blacks,"Most all Lawn Jockeys are Black, sometimes also known as Porch Monkey. Author Ralph Ellison used the term to describe black people who felt/were treated as if they were speaking on behalf of the black race."
,Blacks,Combination of Leprechaun and Coon for blacks of Irish descent.
,Blacks,"A stereotypically black name. Typically used as the name of a character is a racial joke, e.g."
,Blacks,Black cowboys.
,Blacks,"Educated blacks. Refers to Levar Burton of ""Reading Rainbow"" and ""Star Trek: The Next Generation"" fame."
,Blacks,US President Abraham Lincoln is known to have freed the slaves.
,Blacks,"As with the Golliwog, originated as a relatively benign though mildly offensive characterization and was adapted by other writers to embody many black stereotypes of the time. Currently embodies stereotypes of docility, laziness, stupidity, and disloyalty."
Liver Lips,Blacks,Self Explanatory
Liverlips,Blacks,because it looks like they have liver on thier faces (originates in the southern US)
,Blacks,"Commonly used on poor black people. During the period prior to the Civil War, many blacks were named after famous Romans (e.g. Lucius, Marcus, Scipio, etc.)"
,Blacks,Named after the brand of footwear who's ad campaign is targeted towards blacks.
,Blacks,"Comes from the general curse used by Afrikaans-speaking South Africans (mainly coloureds in Cape Town), ""Jou ma se poes"", which means ""Your mother's cunt"". Not that common anymore"
Magila Gorilla,Blacks,"Term for a Huge, Fat, Black man."
Mammy,Blacks,"Similar to Aunt Jemima. Stereotype of black women as nannies to white children, especially overweight black women - see ""Gone With The Wind""."
,Blacks,In reference to the 1975 blacksploitation movie with the same name.
,Blacks,"Reference to the motion picture ""Roots"": A Mandinka warrior was a 'Big Black Buck'."
,Blacks,Monkeys live in mangroves.
,Blacks,When the slave ships had a troublemaking slave-to-be they would drop him off on a small island or rock in the middle of the ocean thus 'marooning' him.
,Blacks,Metro Atlanta Regional Transit Authority. Or as it's sometimes known: Moving Africans Rapidly Through Atlanta.
,Blacks,Greek word for black
,Blacks,Hispanic term for 'Nigger.'
,Blacks,Reference to McDonald's new line of advertising campaigns marketed towards blacks.
,Blacks,English rhyming slang - Mechanical digger = Nigger
,Blacks,"Italian for ""eggplant"" - very dark black people have a purplish tint to their skin, so does eggplant."
,Blacks,Dictionary: one having dark pigmentation.
,Blacks,Italian slang for Blacks.
,Blacks,"Translated into Farsi (Persian language) means ""black"". Used commonly among young white boys as undercover means of saying ""nigger"""
,Blacks,The Vietnamese term for African Americans.
,Blacks,Self-explanatory.
,Blacks,A black person with a shaved head.
,Blacks,Black men who prefer white women. Used by blacks.
,Blacks,"Means ""barbequed"" or ""grilled"" in Arabic, blacks for their dark skin. Mishweya for females."
,Blacks,A reference to the (in)famous commercial personality.
,Blacks,Due to when they were hung in the Southern states.
,Blacks,Old redneck term.
,Blacks,"Mexican/Latino slang for ""minority""."
,Blacks,"Pronouced ""milk,"" made due to misrepresentation of national holidays"
,Blacks,2 of the more common sounds they make in their general street slang.
,Blacks,"From Southern black garbage men giving the driver directions on when to back up (Come on back, or 'mon back)."
,Blacks,Nobody likes Mondays.
,Blacks,Similar appearance/genetics.
Monkeyboy,Blacks,"People once believed, because of their high cranium, blacks were close cousins to primates."
,Blacks,A hispanic term for blacks meaning monkey in most dialects.
,Blacks,Old African word that refers to tribes people.
,Blacks,Female version of Mooley. Used in The Godfather.
,Blacks,"Shortened from Melanzane, meaning ""eggplant"" in Italian. Eggplants have black skin."
,Blacks,Italian for eggplant (technically Mulignane). Could be combination of Moolie and hooligan.
,Blacks,"See Cricket. Possibly derived from the ""MC"" often used after many black nicknames. Also a possible reference to the minoral aspect of the African race in the United States. A black person(cricket) in a sea of white(the moon)."
,Blacks,"Back in slave days the Black servants would ask ""Mo tee Sah"", which in proper English translates to ""More tea Sir?"""
,Blacks,"Refers to the Mau Mau movement in Kenya , that rose up in protest to the theft of their land by the British. Mau Mau is european-invented name; the Gikuyu people is the Kenyan name."
,Blacks,"From Yaphet Kotto's Character in the Bond film ""Live and Let Die."""
,Blacks,"William ""Bojangles"" Robinson was a famous black dancer."
,Blacks,"Shawnee, Native American term for ""Mud person"""
,Blacks,Dark skin. See Mud People.
,Blacks,Black people who have large lips.
,Blacks,"Sentiment that only Wasps are born with souls, everyone else God made from mud. Also suggests life without meaning, value or worth. Used by the church that was attended by Mr. Smith - the hate killer that shot up a bunch of Jews and Blacks in the summer of '99."
,Blacks,"Being bottom-feeders; Mud ""musk"" turtles have a distinct odor and are mud-colored"
,Blacks,James Earl Jones' character from The Lion King.
Muffin-head,Blacks,Reference to the popular black hair style of afro's.
Mulunyan,Blacks,"Italian word for egg plant, which is black when uncooked."
,Blacks,"Rhodesian. Comes from the African word for ""person"""
N'er,Blacks,"Nonchalant way of saying ""nigger."""
,Blacks,North American Concrete Ape
,Blacks,North American Ground Ape; Affectionately used by the LAPD during the Watts riot in Los Angeles.
,Blacks,"The Irish-Americans called black people ""Nagurs"" because they could not pronounce the word ""Nigger"" with their accent."
,Blacks,North American Hairless Apes
,Blacks,Banana/Monkey/etc related. Also a way to mask the word Nigger
,Blacks,Nother American Pavement Apes.
Nappy Head,Blacks,Refers to hair type.
,Blacks,"Black female basketball players (Thanks Don Imus, you racist douchebag)"
,Blacks,"Finnish for ""nigger."""
,Blacks,South African - Referred to as undeveloped (as in film negatives).
Negress,Blacks,"Black female. Adapted from ""nigger""."
Negro,Blacks,"Once acceptable, it is now often taken derogatorily by Blacks."
Negroid,Blacks,Negro + oid; +oid being a general english suffix meaning related to.
,Blacks,Like Mammy. Common black name/character in Antebellum South.
,Blacks,"NFT is the name of the MetroBus system in Buffalo, the initials came to represent Nigger Freight Train"
,Blacks,"Used instead of ""nigger"" in potentially sensitive company, to avoid being overheard, or to appear politically correct."
,Blacks,Used by Cubans regarding Blacks.
,Blacks,"Used in England. Probably from the Dutch ""niknok"" (nigger) by way of South Africa."
,Blacks,A computer geek who happens to be Black.
,Blacks,An extremely fat nigger.
Nigger,Blacks,"Most likely originates with the Latin word ""niger"" which translates to ""black"". Similar words for ""black"" exist in other languages (Spanish, for example, is ""negro""). Also somewhat relates to the African country Nigeria, which is primarily black. Many variations exist, including ""Nig"", ""Nigel"", ""Niggy"", ""Niggly"", etc. Some interesting history."
,Blacks,"It's like rigor mortis, except you're just too lazy to move."
Niggerachi,Blacks,Black person who acts Hispanic
Niggerette,Blacks,"Black women. Adapted from: Nigger, See: Nigger."
Niggerino,Blacks,A little nigger
,Blacks,Usually light skinned mixed breed black and any other race.
Nigglet,Blacks,Black children. Adapted from mixing Nigger with the word piglet (a baby pig)
,Blacks,"Out at night,"
,Blacks,"This describes the snow that piles up on the side of the street that turns black. To make a black snowman, you use niglige."
,Blacks,"In northern Canada, it refers to Blacks living way up north in the cold with the Eskimos."
,Blacks,Nigger + ignorant.
,Blacks,Blacks who are scholars at math.
Nigra,Blacks,"Used by Whites in the Jim Crow South who were too lace-curtain to say ""nigger"" but too racist to say ""Negro."""
,Blacks,Black women. Nigress is to Nigger as Tigris is to Tiger.
,Blacks,Dutch version of Nigger.
,Blacks,"When choosing an exterior color for a Cadillac, a popular car amongst Blacks, the color code for black is 19."
,Blacks,Ninjas wear black clothing.
,Blacks,The females. Nigger-Bitch.
,Blacks,"Stands for ""Nigger Out of Gas"". Used by White police officers to describe Blacks who run out of gas and wait for the police to supply them some, which, supposedly, by law they have to do."
,Blacks,Hurricane Katrina evacuees
,Blacks,You don't often see Black swimming
,Blacks,Coon backwards
,Blacks,"In the phonetic alphabet, ""nigger"" is spelled: November - India - Golf - Golf - Echo - Romeo"
,Blacks,"Originally was a compliment for Black women, grew popularity from the movie ""Friday"" then was commonly used mockingly under mentality that a Nubian meaning African even with a title of princess is still a Nigger."
,Blacks,Usually when checking off racial or ethnic background African-American is the second choice.
,Blacks,"African Blacks, specifically. ""So black they appear purple."""
,Blacks,From the football star/accused murderer O.J. Simpson.
,Blacks,Other Than White. Could be used for any non-caucasian race
,Blacks,Self explanatory
,Blacks,Original Blue Gums. Refering to the color of thier gums
,Blacks,"A very dark skinned black person who is sweaty, making his skin slippery."
,Blacks,Slur for an old African American man. Comes from a popular song during the time of the Civil War.
,Blacks,"Bitchy black woman from the TV show ""The Apprentice"""
,Blacks,The word 'bro' backwards.
,Blacks,"A black person who acts white. Black on the outside, white on the inside. Or a person who half black/half white."
,Blacks,Used by other black people to refer to the 'old-school' blacks who do not keep current with the 'gansta' styles of music or clothing.
,Blacks,Refers to black men who only date white women. Reference to the Shakespearean play of the same title about a black man named Othello married to a white woman.
,Blacks,Previously Owned American
,Blacks,"Means avocado in south american spanish, referring to the color of a ripe avocado"
,Blacks,"Hawaiian word for ""purple."""
Patio Primate,Blacks,"Politically-correct version of ""Porch Monkey"""
,Blacks,Used to refer to black women who have a great deal of children.
,Blacks,"From the days of slavery. Three possible origins: The slave owners would ""pick a nincompoop"" from the lineup of slaves; or the slave children who couldn't pick cotton ""ain't pickaninny""; in some parts of the south, breasts are referred to as ninnys, so pickaninny was a reference to blacks being used as wetnurses."
,Blacks,A fat black woman - inspired by the Pine Sol commercials.
,Blacks,Pine trees were the tree of choice to hang blacks
,Blacks,"Blacks who act like Asians, or is very into Asian culture. Black on the outside, yellow on the inside"
,Blacks,Color of heel is pink.
,Blacks,Black Children. Stands for 'Perpetrator In Training.'
,Blacks,Afrikaans. Means flat nose
,Blacks,Blacks used to work the plows before the Civil War.
,Blacks,Person Of Color
