Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
54,0.0,123.0,208.0,0.0,0.0,0.0,Tue Jun 25 19:05:18 +0000 2013,1546423200.0,"Ohio, USA",SentientSaltPillar?,2939.0,black people are,black,racheymbecker,Sun Sep 24 23:20:33 +0000 2017,I don't give a fuck about the flag when THERE ARE PEOPLE DYING because this country can't figure out that black people are people too.,1546423200.0,Hate speech,-0.9287,,,
56,5.0,2212.0,4295.0,0.0,0.0,2.0,Sun Jun 28 19:16:37 +0000 2015,,Brooklyn NY,iam know one ????,17278.0,black people are,black,Autodidact60,Sun Sep 24 23:20:09 +0000 2017,Whenever we fucking feel like it. Black people are the authors of protest in Amerikkka. Stupid ass question. https://t.co/CeP2F9RLWb,3349645744.0,Hate speech,0.0,,,
57,0.0,582.0,1576.0,0.0,0.0,0.0,Fri Dec 28 18:27:17 +0000 2012,,"Bellingham, WA",Force of Will,10110.0,black people are,black,ForceofWillTHL,Sun Sep 24 23:19:48 +0000 2017,Please show me where that is required. They are protesting black people being killed by racist cops without remorse. https://t.co/tTOgrWfeAb,1042857277.0,Hate speech,0.0,,,
61,1.0,3.0,0.0,1.0,0.0,0.0,Mon Aug 07 00:08:24 +0000 2017,,"Simi Valley, CA",Merica1958,456.0,black people are,black,Merica1861,Sun Sep 24 23:18:48 +0000 2017,#TakeTheKnee Black guy shoots up a church of white people.  Where is the outcry. Where are the riots? Who can we protest. Double Standard.,8.943494676458168e+17,Hate speech,-0.7579,,,
71,0.0,2321.0,1198.0,0.0,0.0,1.0,Thu Aug 12 03:04:35 +0000 2010,,"East Flatbush, Brooklyn",Nola Darling????,257313.0,black people are,black,WESTCOASTSUMA,Sun Sep 24 23:15:47 +0000 2017,This is why people say black men are the white people of black people. Shit like this https://t.co/iMvokl4FDm,177427473.0,Hate speech,0.0,,,
74,0.0,77.0,27.0,0.0,5.0,0.0,Fri May 30 21:16:12 +0000 2014,7.74747923728982e+17,"New York, NY",wolfgang green,2946.0,black people are,black,wolfganggreen1,Sun Sep 24 23:14:28 +0000 2017,@ubuibi7 @FoxNews @POTUS @NFL @GOP Are the Black people who owned slaves racist too? Oh! you didnt know that?  https://t.co/7f1OqyFiPE,2535841482.0,Hate speech,-0.6898,,,
81,0.0,353.0,841.0,0.0,0.0,0.0,Wed Jul 02 20:59:54 +0000 2014,,"Detroit, MI",425?,6894.0,black people are,black,BitcoinsGambler,Sun Sep 24 23:11:28 +0000 2017,"the only real racist people or prejudiced people are ones that shout out ""fuck you black guy"" or ""fuck you white kid"" in front of masses",2600458040.0,Hate speech,-0.5848,,,
86,0.0,88.0,297.0,0.0,1.0,0.0,Thu Jul 22 21:43:07 +0000 2010,7.90760019063083e+17,LA,Cali made,2841.0,black people are,black,californa909,Sun Sep 24 23:09:38 +0000 2017,@iamkittycaprice are u racist against black people?,169661233.0,Hate speech,0.0,,,
89,0.0,4294.0,1899.0,0.0,1.0,0.0,Tue Mar 17 21:28:54 +0000 2009,16163639.0,"Chicago, IL",Vincent Anzalone,6621.0,black people are,black,MrVinceAnz,Sun Sep 24 23:09:02 +0000 2017,@NolteNC People are born gay just like they’re born black. So tell my why it’s ok.,24958798.0,Hate speech,-0.1926,,,
93,0.0,5840.0,591.0,0.0,1.0,0.0,Wed Aug 05 17:19:55 +0000 2009,318037169.0,"Richmond, VA",Steve Gallo,53857.0,black people are,black,SteveGalloNFL,Sun Sep 24 23:08:21 +0000 2017,@pmojh3 black Americans are 2.5 times as likely as white Americans to be shot and killed by police officers. https://t.co/zOzITzE86o,63193280.0,Hate speech,0.0,,,
99,0.0,73.0,194.0,0.0,2.0,0.0,Mon Jul 01 16:12:21 +0000 2013,30602016.0,"Miami Springs, FL",Raul Menendez,791.0,black people are,black,xCool_Raulx,Sun Sep 24 23:05:10 +0000 2017,@iJesseWilliams @__vegaaa More white people are shot by cops every year thab black people. Soooooo,1560895694.0,Hate speech,0.0,,,
100,0.0,735.0,427.0,0.0,1.0,0.0,Tue Nov 04 23:42:46 +0000 2014,2890262449.0,"Las Vegas, NV",b.,6074.0,black people are,black,bneit_,Sun Sep 24 23:05:06 +0000 2017,@kelly_crabtreee The police are literally killing black people because they want to. It's everywhere you see it all the time.,2890262449.0,Hate speech,0.0,,,
102,0.0,900.0,886.0,0.0,2.0,0.0,Sat Dec 03 19:00:58 +0000 2011,356696619.0,"Pittsburgh, PA",5x Champs Pats!!,49200.0,black people are,black,GodZanMarino,Sun Sep 24 23:04:27 +0000 2017,@AintU_Mar @jemelehill Wait so you believe straight black men are the white people of black society? I know your vi… https://t.co/aIZuf1Hcxb,427610236.0,Hate speech,0.0,,,
108,2.0,239.0,716.0,0.0,1.0,0.0,Wed Mar 10 16:50:30 +0000 2010,121803392.0,Jacksonville,E.K.L.Y.P.S.E.,8279.0,black people are,black,eklypse711,Sun Sep 24 23:02:49 +0000 2017,@KMart_BN Also: it is meant to falsely imply that black people are more likely to be violent than white people.,121803392.0,Hate speech,-0.29600000000000004,,,
110,2.0,16775.0,1023.0,0.0,1.0,0.0,Sat Jan 28 06:10:30 +0000 2012,2317318923.0,Connecticut,Joe Moravsky,6273.0,black people are,black,JoeMoravsky,Sun Sep 24 23:01:47 +0000 2017,@alwaysmyheart2 Stupid “white people “comment... the underlying problem of our country. We are all humans... white… https://t.co/lqu0Ni0oUC,476502840.0,Hate speech,0.0,,,
122,0.0,4.0,4.0,0.0,1.0,0.0,Sat Jan 07 00:53:03 +0000 2017,189569114.0,Texas,Al B,347.0,black people are,black,actalittle,Sun Sep 24 22:56:07 +0000 2017,"@zeedot_ Another lie.  You said: ""Just admit you hate when black people speak up ..."" YOU injected race into this c… https://t.co/Qx23WMHBwv",8.175344785748828e+17,Hate speech,0.0,,,
123,0.0,467.0,223.0,0.0,0.0,0.0,Sun May 21 17:05:07 +0000 2017,,"Yankee Bred, Yaad Blood",Pootie Tang ??,4077.0,black people are,black,oxtailmami,Sun Sep 24 22:55:30 +0000 2017,It’s wild that white immigrants are welcomed and respected just off the token of being white over black people who are actually American,8.663390813573202e+17,Hate speech,-0.5574,,,
130,1.0,261.0,222.0,0.0,2.0,0.0,Wed Oct 24 15:25:23 +0000 2012,2954888654.0,USA,Golf'N'Roll,4207.0,black people are,black,GolfNRoll,Sun Sep 24 22:52:21 +0000 2017,"@colepearn @NickBromberg Pearn &gt;&gt; there are black athletes and black people oppressed in this country.. and yet, yo… https://t.co/LxDF0xll2a",902039198.0,Hate speech,0.0,,,
135,1.0,2308.0,2370.0,0.0,0.0,0.0,Thu Sep 17 15:45:37 +0000 2009,,Texas,D Doverspike,11825.0,black people are,black,dcatspiked,Sun Sep 24 22:50:33 +0000 2017,Hate to generalize and I have some wonderful black family and friends but black people are not oppressed in America… https://t.co/Zmio8j0pMw,75041951.0,Hate speech,0.0,,,
139,1.0,766.0,1219.0,0.0,2.0,0.0,Wed Jul 16 04:08:41 +0000 2014,4825105409.0,"Arizona, USA",peter,6186.0,black people are,black,Petehateroflibs,Sun Sep 24 22:50:00 +0000 2017,"@weightman_gary3 @CutonDime25 
People are finally catching on. Black people are the most racist on the planet.",2649929670.0,Hate speech,-0.8316,,,
142,0.0,140.0,1375.0,0.0,0.0,0.0,Fri May 27 00:36:28 +0000 2016,,Florida,@carlene Reid,1460.0,black people are,black,carlenereid11,Sun Sep 24 22:48:47 +0000 2017,Two wrongs don't make a right black man you don't need to kill white people you are defeating purpose &amp; cause take a page from MLK Mandela,7.359930347609498e+17,Hate speech,-0.6486,,,
146,0.0,322.0,571.0,0.0,1.0,0.0,Sun Nov 13 21:01:22 +0000 2016,15020865.0,"Washington, DC",Donald Trump,8387.0,black people are,black,TheBestPrezEver,Sun Sep 24 22:47:05 +0000 2017,@penguins Hey white people. I am so glad you are coming to the white house. The National Black Association (NBA) won't be there. Love whites,7.97907227558445e+17,Hate speech,-0.9231,,,
155,0.0,82.0,117.0,0.0,0.0,0.0,Fri Apr 21 21:25:58 +0000 2017,,United States,Eli Whitehair,476.0,black people are,black,svpremeli,Sun Sep 24 22:43:13 +0000 2017,"Just Bc the majority of people who sit during the anthem are black, an action I strongly oppose, doesn’t make me racist. Respect not race??",8.555330902650757e+17,Hate speech,0.0,,,
167,0.0,484.0,306.0,0.0,0.0,0.0,Sat May 30 18:31:35 +0000 2009,,"San Diego, CA",Charles A. Seaton,10931.0,black people are,black,charlesaseaton,Sun Sep 24 22:40:07 +0000 2017,? black-to-the-bones: It’s all about the race. When black people are kneeling during the National... https://t.co/t5I2qxDfIW,43570068.0,Hate speech,-0.6808,,,
169,0.0,1654.0,661.0,0.0,0.0,0.0,Sat Feb 20 07:37:15 +0000 2010,,"Baton Rouge, LA",#SageOfTheSixthPants,233147.0,black people are,black,SanPants,Sun Sep 24 22:39:58 +0000 2017,White people are real deal hurt about how black people feel about how white folk have been feeling about black people forever? ?,115871738.0,Hate speech,-0.3818,,,
173,3.0,2315.0,636.0,1.0,0.0,4.0,Wed Apr 21 21:09:12 +0000 2010,,"Cambridge, MA",Zeke ??,297891.0,black people are,black,flippedhatnupe,Sun Sep 24 22:38:51 +0000 2017,"Remember, black men are the white men of black people. #neverforget",135627420.0,Hate speech,0.0,,,
175,0.0,954.0,854.0,0.0,1.0,0.0,Mon May 18 18:38:44 +0000 2009,236487888.0,"New York, NY",Andy Moskowitz,3297.0,black people are,black,andymosk,Sun Sep 24 22:38:41 +0000 2017,@WalshFreedom Are you beyond fucking stupid Joe? Protests were about the cops killing innocent black people &amp; getting off.,40935319.0,Hate speech,-0.406,,,
183,2.0,277.0,517.0,0.0,0.0,1.0,Sun Oct 21 18:42:59 +0000 2012,,,honey bun,6450.0,black people are,black,liljaijaiboi,Sun Sep 24 22:36:07 +0000 2017,"It’s not that I don’t respect the people who have/do fight for our country, it’s that they are fighting for a country that hates black ppl",895921100.0,Hate speech,-0.5423,,,
184,2.0,475.0,1478.0,0.0,2.0,0.0,Fri Jun 28 20:18:51 +0000 2013,2390248706.0,"Knoxville, TN",GBO ?,2669.0,black people are,black,VolsAllDay2017,Sun Sep 24 22:36:02 +0000 2017,@jon_clendenen @wesrucker247 Goddamn you people are stupid. You think black people are the only ones innocently killed?,1553916078.0,Hate speech,-0.5574,,,
195,4.0,10.0,96.0,0.0,4.0,0.0,Mon Sep 19 02:58:09 +0000 2016,141393157.0,"Waukesha, WI",Kathryn Jalas Franke,42.0,black people are,black,FrankeJalas,Sun Sep 24 22:31:36 +0000 2017,"@Risingsun21 @hipsterhobos @thehill @realDonaldTrump Black people are not free to the extent of white folks.
I'm white.",7.77703294021931e+17,Hate speech,0.0,,,
197,0.0,24.0,332.0,0.0,2.0,0.0,Fri Oct 14 17:31:30 +0000 2016,292677542.0,"Milwaukee, WI",Clayton Bigsby,3312.0,black people are,black,CMeTrolling,Sun Sep 24 22:31:24 +0000 2017,@wmmII88 @realDonaldTrump So black people are traitors now?  Just say nigger.  We all know you want to.,7.869827790200832e+17,Hate speech,-0.4767,,,
199,0.0,15.0,31.0,0.0,2.0,0.0,Fri Jul 01 07:16:47 +0000 2011,30364057.0,"Connecticut, USA",shermigz,704.0,black are,black,awsomesheri,Sun Sep 24 23:44:36 +0000 2017,@SarahKSilverman @iJesseWilliams People are so dumb. This git is a fucking hypocrite and left his black wife for a white women.,327246986.0,Hate speech,0.0,,,
258,1.0,319.0,1547.0,0.0,4.0,0.0,Wed Nov 09 06:55:40 +0000 2016,322074102.0,"Chicago, IL",hellothere,12599.0,black are,black,ZachTurner_,Sun Sep 24 23:37:10 +0000 2017,@DeAnn_1 @UndeniableQueen @JeanineX9 @TiaMowry https://t.co/3bzUCOOAL5 whites are an enemy of humanity ... you won'… https://t.co/TRiGzPLzLM,7.96244849515053e+17,Hate speech,-0.8481,,,
272,0.0,572.0,1512.0,0.0,2.0,0.0,Sat Jan 02 23:16:24 +0000 2016,51858343.0,Canada,Trish,6346.0,black are,black,GimmieThatLoot,Sun Sep 24 23:35:24 +0000 2017,"@MHill805 @MarkDice Bad apples? Get ur head outta ur ass, don't underestimate the problems, they are real, it's tru… https://t.co/UL2y1VII4c",4699154774.0,Hate speech,-0.4019,,,
273,0.0,659.0,1703.0,0.0,1.0,0.0,Tue Sep 03 02:41:08 +0000 2013,29271423.0,"Feasterville-Trevose, PA",Feasterville,260.0,black are,black,TrevosePA,Sun Sep 24 23:35:22 +0000 2017,@STEFisDOPE I heard some  Indian word for black men was translated into Black White Men . Or white men that are black .,1724150162.0,Hate speech,0.0,,,
274,1.0,16.0,42.0,0.0,2.0,0.0,Mon Nov 28 20:22:04 +0000 2016,1367531.0,Texas,Larry Reitz,2688.0,black are,black,LarryReitz01,Sun Sep 24 23:35:06 +0000 2017,@FoxNews @jonathanserrie That's impossible. The Media and BLM say ONLY white ppl are racist. A BLACK MAN SHOOTS WHI… https://t.co/OlSpijx5Zz,8.033331550841242e+17,Hate speech,0.0,,,
281,0.0,441.0,653.0,0.0,2.0,0.0,Fri Jul 25 08:29:29 +0000 2008,3267456386.0,"Mesa, AZ",Roger Kint,3160.0,black are,black,RogerKint,Sun Sep 24 23:34:35 +0000 2017,"@ColumbiaBugle @realDonaldTrump Unless you are black, Mexican, Muslim, gay, trans...then I as POTUS and all of America should hate you",15595779.0,Hate speech,-0.9136,,,
282,0.0,1284.0,1785.0,0.0,2.0,1.0,Sun Feb 19 02:05:49 +0000 2012,24333130.0,"Las Vegas, NV",Rome on the  Potomac,6012.0,black are,black,BillBaker63,Sun Sep 24 23:34:30 +0000 2017,"@DrShayPhD @jimbrown1964 You are so right. Blacks killed by police1%,Backs killed by whites 2% Blacks killed by bla… https://t.co/lNOOtL1owH",496529919.0,Hate speech,0.0,,,
295,0.0,132.0,107.0,0.0,6.0,0.0,Fri Apr 15 01:51:25 +0000 2016,7.20791607163949e+17,Jersey City NJ,IA C Coggins,6510.0,black are,black,ls_cc_askme,Sun Sep 24 23:33:16 +0000 2017,@MrHollywood2U1 @Victoriam_chase @FoxNews @ffweekend @BurgessOwens @NFL There are 70+% Black players not hiring one… https://t.co/LXYmNthFYS,7.20791607163949e+17,Hate speech,-0.7351,,,
309,0.0,1099.0,1047.0,0.0,0.0,0.0,Sun Mar 05 16:10:25 +0000 2017,,Upper Peninsula of Michigan,Professor McGonagall,17173.0,black are,black,jlw8375309,Sun Sep 24 23:31:48 +0000 2017,Will you be taking a knee every day for the black on black shootings and killings in the inner cities? How are you… https://t.co/ozb26hUDud,8.384214474627768e+17,Hate speech,-0.5423,,,
337,0.0,6829.0,7523.0,0.0,0.0,0.0,Sun Nov 17 03:08:45 +0000 2013,,The United States of America,The Lord Publishing,8706.0,black are,black,LordPubCo,Sun Sep 24 23:29:01 +0000 2017,"America Today has but only a Few thoroughbreds within the tribes of this world, the rest of Americans are mongrels, no longer white or black",2198808566.0,Hate speech,0.0,,,
346,1.0,956.0,956.0,2.0,0.0,1.0,Tue Oct 20 23:54:48 +0000 2015,,"Florida, USA",White on white crime,1722.0,black are,black,WonWcrime,Sun Sep 24 23:27:29 +0000 2017,"&lt;PFTC&gt; This #crazywhitegene carrier shot and killed a black man but he's not #racist 
https://t.co/4ThKUytTEg",4005600917.0,Hate speech,0.0,,,
354,0.0,860.0,1064.0,0.0,0.0,0.0,Sat Jul 29 17:29:27 +0000 2017,,"Cartwright, OK",Roxanne Riggs,11731.0,black are,black,RoxanneRiggs11,Sun Sep 24 23:26:44 +0000 2017,Statistics don't even support argument that blacks are killed at any higher rates by police than whites but black o… https://t.co/Q1qrljZSVl,8.913499660268872e+17,Hate speech,0.0,,,
359,0.0,64.0,277.0,0.0,2.0,0.0,Tue Apr 07 03:32:49 +0000 2015,23504870.0,"Hemlock, Michigan",CringeyEdgeLord,3523.0,black are,black,GavinWiechert,Sun Sep 24 23:26:17 +0000 2017,@SouthPark @Morismcdoogano I Don't care if you are Black white gay straight or Trans I'm gonna KILL MYSELF lol https://t.co/s91stPXJp9,3142688068.0,Hate speech,-0.5859,,,
364,0.0,14.0,68.0,0.0,1.0,0.0,Mon Dec 07 01:54:46 +0000 2015,755113.0,United States,OccupyReason,1452.0,black are,black,occupy_reason,Sun Sep 24 23:25:29 +0000 2017,"@ShaunKing You're right, this tweet IS racist. If you think disagreeing with someone is racist just because the per… https://t.co/ACy2aFAMeb",4481168533.0,Hate speech,-0.7906,,,
406,0.0,400.0,526.0,0.0,0.0,0.0,Thu Oct 09 15:19:29 +0000 2008,,"Winnipeg, Manitoba, Canada",Fairly Unbalanced,10715.0,black are,black,BillMarantz,Sun Sep 24 23:21:54 +0000 2017,"Kneeling NFL players are right about U.S. But most of the racists are black. All they see is color. Trump is white so he MUST be ""racist"".",16667531.0,Hate speech,-0.6124,,,
410,0.0,12.0,55.0,0.0,1.0,0.0,Fri Mar 05 01:41:59 +0000 2010,25073877.0,"Syracuse, New York",denise cole,304.0,black are,black,KuumbaDee,Sun Sep 24 23:21:05 +0000 2017,@realDonaldTrump Why do you hate that black man so much? You're so envious. God don't like ugly and you are so ugly… https://t.co/pt0h650VX5,119953080.0,Hate speech,0.0,,,
434,0.0,143.0,257.0,0.0,2.0,0.0,Tue Nov 03 05:02:01 +0000 2015,182958910.0,"Tennessee, USA",Justin Stacy,3841.0,black are,black,Jstacy128,Sun Sep 24 23:18:54 +0000 2017,@MHOWARDZONE @notaclerk1 Fun fact: According to FBI statistics more unarmed white men are killed by police each year than black,4102288097.0,Hate speech,0.0,,,
498,1.0,864.0,856.0,0.0,0.0,1.0,Sun Aug 04 20:21:18 +0000 2013,,Heart of Texas,Susie Wakeland,10428.0,all black are,black,SusieBWakeland,Sun Sep 24 22:51:32 +0000 2017,"Nazis slaughtered Jews, we don't hate and never slaughtered blacks. Not all Blacks are descended from slaves/many b… https://t.co/FB6rvyLCTd",1646031672.0,Hate speech,0.0,,,
500,0.0,34.0,138.0,0.0,1.0,0.0,Mon Aug 10 04:48:09 +0000 2015,53088528.0,"Alexandria, LA",John,375.0,all black are,black,stocks_guns_RTR,Sun Sep 24 22:47:54 +0000 2017,"@FunnyMaine Blacks are far more likely to be killed by other blacks, over 25 murders this year where I live, all bl… https://t.co/2lMutY2PYF",3311177053.0,Hate speech,-0.5423,,,
510,1.0,3853.0,4038.0,0.0,0.0,1.0,Sun Oct 26 14:34:21 +0000 2014,,Pennsylvania,LADY DEMOCRACY!,27159.0,all black are,black,gam9111,Sun Sep 24 22:41:12 +0000 2017,There is no racist thing when black &amp; white or any other color die for an ideal. They are all brothers out on the f… https://t.co/acy7LDhVae,2845253645.0,Hate speech,0.0,,,
533,0.0,1833.0,720.0,0.0,0.0,0.0,Wed Oct 08 21:22:46 +0000 2014,,"San Francisco, CA",Scino LLF,85510.0,all black are,black,Squadelujah,Sun Sep 24 22:28:47 +0000 2017,Whites bit themselves in the ass. You never see white slaves in history books just black. That's why why we think all whites are racist,2847895388.0,Hate speech,0.0,,,
538,0.0,165.0,555.0,0.0,1.0,0.0,Wed Nov 24 11:25:34 +0000 2010,60783724.0,"San Jose, CA",Jeff Flake,4997.0,all black are,black,jeffreyflake,Sun Sep 24 22:27:07 +0000 2017,@ianbremmer We live in a racist society yet the last president was black and all these millionaire athletes are black... the injustice!,219263886.0,Hate speech,-0.7063,,,
573,0.0,7.0,9.0,0.0,3.0,0.0,Fri Jul 20 13:21:48 +0000 2012,2802494336.0,America,Deanna,1281.0,all black are,black,DeannaDeanna061,Sun Sep 24 22:02:00 +0000 2017,"@danibostick @AndrewHusband @realDonaldTrump Then are all black lives matter people rioters, looters and racist? Ar… https://t.co/Y2a7j5DcS1",707131003.0,Hate speech,0.0,,,
585,7.0,3653.0,615.0,0.0,0.0,0.0,Mon Apr 11 02:03:46 +0000 2011,,california,dogrunes,155285.0,all black are,black,dogrunes,Sun Sep 24 21:49:18 +0000 2017,My grandfather and his brother are talking on the phone loudly about how black people are going to kill all white people I hate this place,280298303.0,Hate speech,0.0,,,
591,0.0,58.0,57.0,0.0,2.0,0.0,Tue Feb 07 22:27:07 +0000 2012,82811225.0,"Dundee,FL.",Lenny Marks,1848.0,all black are,black,LennyMarks1,Sun Sep 24 21:45:42 +0000 2017,@Notchypoo @CourtneeHendrix Racist you black braids are all alike. You asshole. How many baby daddies do you have.,486088713.0,Hate speech,-0.1531,,,
657,2.0,195.0,338.0,0.0,1.0,0.0,Sun Sep 25 18:19:46 +0000 2016,2328421.0,"Miami, FL",MSL,1472.0,all black are,black,MSL82200,Sun Sep 24 20:52:23 +0000 2017,@pattymo Do these idiots think black football players were all born in Bel Air or the Hamptons? Are they that absolutely moronic?,7.801095535642542e+17,Hate speech,0.0,,,
662,0.0,2663.0,5004.0,0.0,1.0,0.0,Sat Sep 03 19:18:31 +0000 2016,7.721518061557146e+17,maryland ,toddy.,1025.0,all black are,black,thelegitTJ,Sun Sep 24 20:48:08 +0000 2017,@LilPhatty_ If someone truly feels all black men are sexist or all black women are ghetto then you're a coon in my eyes..,7.721518061557146e+17,Hate speech,-0.5267,,,
