Unnamed: 0,# favorite of tweet,# followers,# following,# of hastags,# of mentions,# retweets of tweet,account creation date,in reply to,location,name,number of account tweets,phrase,race,screen name,time,tweet,user id,classification,compound score,Racist (Y/N),State Abbreviation,Valid City Data (Y/N)
3857,0.0,83.0,68.0,0.0,1.0,0.0,Wed Dec 24 20:53:36 +0000 2014,807095.0,"New Orleans, LA",CHARLES,25516.0,jews are,jews,JULY191947,Sun Sep 24 09:32:18 +0000 2017,@nytimes NYT= NEY YORK COMMUNISTS JEWS WHO ARE FULL OF SHIT!,2942219102.0,Hate speech,0.0,,,
3859,0.0,17.0,19.0,0.0,0.0,0.0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49833.0,jews are,jews,MeriamSusan,Sun Sep 24 08:19:23 +0000 2017,the jews are always sinners,7.866086919402086e+17,Hate speech,-0.6705,,,
3864,0.0,17.0,19.0,0.0,0.0,0.0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49833.0,jews are,jews,MeriamSusan,Sun Sep 24 06:59:24 +0000 2017,the jews are ruining the nation,7.866086919402086e+17,Hate speech,-0.5574,,,
3869,0.0,112.0,98.0,0.0,3.0,0.0,Sun Apr 27 12:13:01 +0000 2014,8.980831240341586e+17,"Seattle,  Washington",Philip Sorenson,4538.0,jews are,jews,ryunin69,Sun Sep 24 06:32:26 +0000 2017,@SophiaEstradaP6 @BakedNorwegian @HarmlessYardDog But the Jews are not for you.,2466036632.0,Hate speech,0.0,,,
3870,0.0,361.0,453.0,0.0,0.0,0.0,Sun Aug 27 03:00:13 +0000 2017,,"California, USA",CensoredGoy,18146.0,jews are,jews,CensoredGoy,Sun Sep 24 06:20:10 +0000 2017,"You use ""anti-semitism"" against everybody even on pro-Israel Jews! Who are you kidding?! https://t.co/FBgfyNIVxI",9.016404658244404e+17,Hate speech,0.0,,,
3871,1.0,1169.0,2795.0,0.0,3.0,0.0,Wed Sep 29 02:20:29 +0000 2010,985206434.0,Washington DC,ANGLO SAXON WARRIOR,7269.0,jews are,jews,Teamscam,Sun Sep 24 06:15:52 +0000 2017,"@affinity292 @FallNoidea @craigwalrath571 No you are wrong, only about 3% Americans owned slaves but Jews have used… https://t.co/56fkRrn78k",196425787.0,Hate speech,0.0,,,
3874,0.0,35.0,72.0,0.0,3.0,0.0,Tue Jun 21 21:06:33 +0000 2011,8.235287621175378e+17,"California, USA",Ron Richman,1569.0,jews are,jews,ronrichman,Sun Sep 24 06:06:03 +0000 2017,@AHamiltonSpirit @JCTheResistance SCAPEGOATING. Hitler did it to the Jews. The @GOP Hitlers are scapegoating Hiller… https://t.co/EKwMF32qqj,321609398.0,Hate speech,-0.1506,,,
3877,0.0,41.0,34.0,0.0,3.0,0.0,Mon Feb 08 18:47:34 +0000 2016,19675724.0,Canada,Non-Cidiot,2212.0,jews are,jews,BigTuna519,Sun Sep 24 05:54:36 +0000 2017,@cpmondello @DoingMyBest1001 @saudiarabia The jews are responsible for all the wars in the world ??????,4889285451.0,Hate speech,-0.3182,,,
3879,8.0,229.0,177.0,0.0,0.0,2.0,Fri Jun 02 07:41:14 +0000 2017,,"California, USA",Angeri Tranpy™??,9903.0,jews are,jews,CaptioKnight,Sun Sep 24 05:47:36 +0000 2017,"""Lmaoooo look at me goyz! Aryan race xDDD *Hitler dab* Jews are inferior lol????? So unique bc am female Nazi gimme… https://t.co/IJplBkkRO1",8.70545830846976e+17,Hate speech,0.0,,,
3880,0.0,189.0,226.0,0.0,2.0,0.0,Tue Dec 01 03:34:55 +0000 2009,792871764.0,"San Francisco, CA",Nicholas Knacks,13665.0,jews are,jews,Villagejonesy,Sun Sep 24 05:45:10 +0000 2017,"@quibodeaux_kris @ElizaBleak ""I'm not to blame for loss of jewish life...""

Yes. You are. The Jews are now called ""… https://t.co/FrPTyibswi",93780737.0,Hate speech,0.0,,,
3883,10.0,9982.0,2480.0,0.0,0.0,0.0,Sun Jan 18 16:11:03 +0000 2009,,"Raleigh, NC",The Good Takes Guy,46466.0,jews are,jews,LoganJames,Sun Sep 24 05:31:18 +0000 2017,"Of all the Space Jews depicted in TV and film, I think the Bajorans from Star Trek are my favorite",19148225.0,Hate speech,0.0,,,
3884,0.0,189.0,226.0,0.0,2.0,0.0,Tue Dec 01 03:34:55 +0000 2009,93780737.0,"San Francisco, CA",Nicholas Knacks,13665.0,jews are,jews,Villagejonesy,Sun Sep 24 05:28:48 +0000 2017,@quibodeaux_kris @ElizaBleak helicopters if you provide ANY proof that Jews are all murdered the minute they come t… https://t.co/EwkBs9RtN3,93780737.0,Hate speech,0.0,,,
3886,0.0,500.0,778.0,0.0,7.0,0.0,Mon Mar 29 17:35:09 +0000 2010,127585120.0,"South Carolina, USA",alias emanon,9617.0,jews are,jews,Madnes2urMethod,Sun Sep 24 05:16:47 +0000 2017,@AmberWaves1267 @fckngary @coach_culler @images_by_g @MarioRavelo2010 @MichaelSkolnik @NFL Jews don't get told get… https://t.co/k7V0b1DJJ3,127585120.0,Hate speech,0.0,,,
3888,1.0,2834.0,752.0,0.0,0.0,0.0,Thu Aug 22 03:15:33 +0000 2013,,The Great USA,Stop H1-B Visa Abuse,50447.0,jews are,jews,CorintheansXIII,Sun Sep 24 04:59:06 +0000 2017,Are Jews behind this movement.  Are blacks listening to their masters again? https://t.co/MD7HJgkJTg,1689920359.0,Hate speech,-0.29600000000000004,,,
3890,1.0,944.0,2865.0,0.0,1.0,0.0,Sun Jul 02 20:23:27 +0000 2017,8.816092854484214e+17,United States,Tradlyf ???,5684.0,jews are,jews,TradLyf80,Sun Sep 24 04:43:57 +0000 2017,@friendlypuggo We are all subjugated by the Jews living on our knees being exploited by the bankers and fed lies by their pwned media.,8.816092854484214e+17,Hate speech,0.0,,,
3895,1.0,45.0,269.0,0.0,2.0,0.0,Thu Oct 03 23:10:11 +0000 2013,24506246.0,United States,Clarence Carey,2240.0,jews are,jews,careyrussell45,Sun Sep 24 04:13:42 +0000 2017,"@haaretzcom @MauricePinay And these are authentic religious practicing Jews, just the wrong color.",1932365209.0,Hate speech,0.0,,,
3898,2.0,1271.0,1681.0,0.0,0.0,3.0,Sun Apr 17 02:46:22 +0000 2011,,"Tally, FL",BlackBeard,54194.0,jews are,jews,AftaPlatinumANT,Sun Sep 24 04:10:23 +0000 2017,"Blacks are the real Jews, but I feel this https://t.co/kUp9Nkyu5M",283332122.0,Hate speech,0.0,,,
3899,0.0,17.0,19.0,0.0,0.0,0.0,Thu Oct 13 16:45:01 +0000 2016,,"Boise, ID",susan meriam,49833.0,jews are,jews,MeriamSusan,Sun Sep 24 04:09:23 +0000 2017,the jews are completely sent by god to test our faith,7.866086919402086e+17,Hate speech,0.0,,,
3900,0.0,45.0,269.0,0.0,0.0,1.0,Thu Oct 03 23:10:11 +0000 2013,,United States,Clarence Carey,2240.0,jews are,jews,careyrussell45,Sun Sep 24 04:07:37 +0000 2017,Where are the investigative journalist in Iran reporting on the distressed plight of the Iranian Jews?,1932365209.0,Hate speech,0.0,,,
3902,0.0,45.0,269.0,0.0,0.0,1.0,Thu Oct 03 23:10:11 +0000 2013,,United States,Clarence Carey,2240.0,jews are,jews,careyrussell45,Sun Sep 24 04:02:36 +0000 2017,"I'm sorry but are we missing, or neglecting maybe suppressing the call for help from Iranian Jews. Iran the Jew haters?",1932365209.0,Hate speech,0.0,,,
3907,0.0,943.0,189.0,0.0,2.0,0.0,Thu Mar 21 23:07:45 +0000 2013,358134191.0,"Laguna Hills, CA",Sam rothenberg,31381.0,jews are,jews,sam_rothenberg,Sun Sep 24 03:47:14 +0000 2017,@talkingproud @FullSpectre I don't know. But I also know Jews who are poor as fuck,1287201037.0,Hate speech,-0.1027,,,
3908,0.0,2403.0,2615.0,0.0,1.0,0.0,Fri Jul 03 13:23:01 +0000 2015,3356837416.0,Texas,Dave Wasserman,11561.0,jews are,jews,suprdave11,Sun Sep 24 03:45:30 +0000 2017,@Stormer_DC The jews didn't cause sodum and gamora. The Jews didn't cause the flood -POS man did jews are just like… https://t.co/tHi2avYFDW,3356837416.0,Hate speech,0.0,,,
3909,0.0,1492.0,5003.0,0.0,1.0,0.0,Sun Sep 29 04:53:02 +0000 2013,,"Dallas, Texas",sidney bigham,3058.0,jews are,jews,sidney_bigham,Sun Sep 24 03:37:20 +0000 2017,"the real ""jews"" are black!! 100% proof that CANNOT be refuted https://t.co/UcNix6ik8N via @YouTube",1916181008.0,Hate speech,0.0,,,
3910,1.0,356.0,890.0,0.0,0.0,0.0,Tue Feb 07 23:23:54 +0000 2017,,"Long Island, NY",Drew Mahler,1555.0,jews are,jews,DMahler17,Sun Sep 24 03:36:56 +0000 2017,I suspect that the ICP are jews. Can anyone confirm this?,8.291084537130721e+17,Hate speech,-0.29600000000000004,,,
3911,0.0,462.0,634.0,0.0,2.0,0.0,Fri Jan 20 17:41:05 +0000 2017,239007628.0,"Texas, USA",Ray Dobrosky,4659.0,jews are,jews,RayDobrosky,Sun Sep 24 03:33:16 +0000 2017,"@mjc694aol @realDonaldTrump Lol...ok Irish 4th, Jews 3rd, Africans are 2nd...who is first?",8.224992014100685e+17,Hate speech,0.0,,,
3912,0.0,462.0,634.0,0.0,2.0,0.0,Fri Jan 20 17:41:05 +0000 2017,239007628.0,"Texas, USA",Ray Dobrosky,4659.0,jews are,jews,RayDobrosky,Sun Sep 24 03:30:52 +0000 2017,"@mjc694aol @realDonaldTrump Irish are 4th, Jews 3rd Africans or African- Americans ?",8.224992014100685e+17,Hate speech,-0.073,,,
3913,0.0,634.0,544.0,0.0,0.0,0.0,Sat Feb 12 02:29:22 +0000 2011,,New York City,Susan Brillhart,8902.0,jews are,jews,DrKidNurse,Sun Sep 24 03:25:57 +0000 2017,"Jews in Texas are already in hiding from neo-Nazis, high holiday service to be held at a secret location https://t.co/JZ7fNz8tUs",250919658.0,Hate speech,0.0,,,
3914,0.0,2403.0,2615.0,0.0,1.0,0.0,Fri Jul 03 13:23:01 +0000 2015,8.903236614456279e+17,Texas,Dave Wasserman,11561.0,jews are,jews,suprdave11,Sun Sep 24 03:10:13 +0000 2017,"@Stormer_DC Dude which planet are we on. How old are u i remember when. And it wasn't jews, we watched this shit happen last 30yrs",3356837416.0,Hate speech,0.0,,,
3919,1.0,729.0,198.0,0.0,2.0,0.0,Wed Dec 14 05:12:57 +0000 2011,3294566541.0,Israel,Jewish Lives Matter,6042.0,jews are,jews,SomewhatSemitic,Sun Sep 24 02:39:52 +0000 2017,@Alt_Zion @TaraMcCarthy_14 They still try to act as a moral light. It's just too bad that American Jews are morally… https://t.co/OhBXk5EQFh,436427449.0,Hate speech,-0.4019,,,
3921,0.0,2049.0,2398.0,0.0,1.0,0.0,Tue Jun 21 18:20:49 +0000 2016,42217478.0,"New York, USA",Noah Talansky ??,14522.0,jews are,jews,NoahTalansky,Sun Sep 24 02:27:24 +0000 2017,"@justfara Trump is not a Nazi. I know many Jews that voted for him...
Are we all Kapos???",7.453205863149117e+17,Hate speech,0.0,,,
3925,14.0,2971.0,483.0,0.0,0.0,14.0,Sun Mar 11 16:29:51 +0000 2012,,"Riverbank, CA ",??'s & ?'s,52712.0,jews are,jews,johnramos91,Sun Sep 24 02:22:46 +0000 2017,"“The Jews are our misfortune”

Dr. William Pierce 

https://t.co/8adKMC12Z2 10m49s https://t.co/l7Q7nrHZTj",521458643.0,Hate speech,0.0,,,
3926,0.0,125.0,315.0,0.0,4.0,0.0,Fri Jul 25 15:43:27 +0000 2014,251702427.0,Toronto Ontario,Alex Klein,5420.0,jews are,jews,klein_alex90,Sun Sep 24 02:21:44 +0000 2017,@hammarby31 @PrfndThghts @DaraKaye @ValeriePlame Jews are a race. Judaism is much more than a religion. It's a culture with a few languages.,2724226083.0,Hate speech,0.0,,,
3928,2.0,766.0,1064.0,0.0,0.0,0.0,Sun Feb 20 20:09:46 +0000 2011,,"Iowa City, IA",Greg Shill,5260.0,jews are,jews,greg_shill,Sun Sep 24 02:18:48 +0000 2017,"To call this insincere seems overly generous. The title of the article she tweeted out was, ""America's Jews Are Dri… https://t.co/KXOMFvGSPx",255159584.0,Hate speech,-0.2023,,,
3929,1.0,1707.0,788.0,0.0,1.0,0.0,Thu Sep 03 16:56:43 +0000 2015,532779460.0,United States,Bobby Layne,36493.0,jews are,jews,UHaverbeck,Sun Sep 24 02:18:20 +0000 2017,@Yair_Rosenberg Facts are antisemitic? The article was 100% correct. Don't mind the fact Plame &amp; Unz are Jews.,3535919123.0,Hate speech,0.0,,,
3932,0.0,2346.0,972.0,0.0,0.0,0.0,Mon Apr 06 13:22:12 +0000 2009,,Australia,Miss Khamis,227705.0,jews are,jews,miss_khamis,Sun Sep 24 02:15:23 +0000 2017,White and black america are so brainwashed by white jews and now sunni too. It is so frustrating to watch,29198219.0,Hate speech,-0.8402,,,
3938,0.0,3655.0,3376.0,0.0,1.0,0.0,Mon Sep 14 20:40:02 +0000 2009,9.069454684077302e+17,"Austin, TX",RedNationAlive,33686.0,jews are,jews,RedNationAlive,Sun Sep 24 01:50:33 +0000 2017,@darkpaver I don't; I am they; what r u talking about?  How many Jews do you know in person?  Where are you from?,74257510.0,Hate speech,0.0,,,
3939,1.0,559.0,386.0,2.0,0.0,0.0,Wed Oct 12 19:03:13 +0000 2011,,USA,BadHombre Jacquelope,33814.0,jews are,jews,a7160957,Sun Sep 24 01:50:06 +0000 2017,"Where are honest God-fearing Americans? Why aren't we protecting the Jews from these Neo Nazi #MAGA #TCOT madmen??

https://t.co/vrIxcOn4v3",389631927.0,Hate speech,0.0,,,
3940,1.0,337.0,1740.0,0.0,4.0,0.0,Thu May 02 19:28:26 +0000 2013,8.388521196586271e+17,YYZ,Joe,7423.0,jews are,jews,Joe_dragonfly,Sun Sep 24 01:48:53 +0000 2017,@RokedvMagen @AppleAngst @RWDivaDoll @KurtSchlichter simple google search will tell you that 47.5% of Israeli Jews are ashkenazi,1397989068.0,Hate speech,0.0,,,
3944,0.0,175.0,207.0,0.0,0.0,0.0,Sat Mar 21 16:43:08 +0000 2009,,"Los Angeles, CA USA",john kountouris,3621.0,jews are,jews,johndk7,Sun Sep 24 01:42:40 +0000 2017,Valerie Plame: America’s Jews Are Driving America’s Wars https://t.co/5F251m7wM1,25694578.0,Hate speech,0.0,,,
3945,0.0,124.0,89.0,0.0,0.0,0.0,Wed Jul 08 19:25:40 +0000 2015,,"Covina, CA",Greek News on Demand,287918.0,jews are,jews,GreekNewsGuy,Sun Sep 24 01:42:37 +0000 2017,Valerie Plame: America’s Jews Are Driving America’s Wars https://t.co/ser5aLiKME,3366439607.0,Hate speech,0.0,,,
3946,81.0,92.0,148.0,0.0,0.0,76.0,Thu Mar 09 02:02:15 +0000 2017,,United States,EURO NATIONALIST,1446.0,jews are,jews,AltRightNordic,Sun Sep 24 01:41:43 +0000 2017,"Goyim are beasts in human form, created to be enslaved by Jews. According to the Talmud?? https://t.co/F3NVyK5tpA",8.396575510503997e+17,Hate speech,-0.1027,,,
3947,0.0,5209.0,5687.0,0.0,1.0,0.0,Fri Jan 25 13:18:10 +0000 2013,8.054731461869527e+17,*USA*,????? ??? Angel ???,76457.0,jews are,jews,angelpingz,Sun Sep 24 01:31:53 +0000 2017,"@ChrisSaintau There are many kinds of Jews. Hopefully the Pharisees are all done and in hell, awaiting their cohorts. Think.",1119299306.0,Hate speech,-0.5423,,,
3948,0.0,242.0,587.0,0.0,4.0,0.0,Sat Mar 16 03:11:41 +0000 2013,7.887828540252078e+17,CLT NC,Titus II,2082.0,jews are,jews,Rodrigoca4,Sun Sep 24 01:27:10 +0000 2017,@LollllllaJR @dontpanicbjtj @VolvovonTrapp @TTWO26 @ANTI_GEFILTE YOU ARE NOT A SEMITE ! JEWS ARE NOT A RACE OR ETHNICITY!,1271292020.0,Hate speech,-0.4767,,,
3949,1.0,106.0,263.0,0.0,1.0,0.0,Mon Oct 31 23:42:53 +0000 2016,16664681.0,"Michigan, USA",JK (not that one),2877.0,jews are,jews,jckennell,Sun Sep 24 01:23:52 +0000 2017,@latimes Wow. Not cool. Are ultra-orthodox Jews as hypocritical as conservative christians?,7.932368315549942e+17,Hate speech,-0.6731,,,
3951,0.0,205.0,617.0,0.0,2.0,0.0,Wed Feb 09 00:48:23 +0000 2011,7.242588662679716e+17,Rhode Island,Jason ? Lowe,580.0,jews are,jews,jtlowe83,Sun Sep 24 01:10:53 +0000 2017,"@oddtv3 @YouTube The only reason any of this shit is happening is because jews are forcing this Diversity, Equality… https://t.co/xNSSNFnmN1",249419374.0,Hate speech,0.0,,,
3953,0.0,247.0,194.0,0.0,1.0,0.0,Sun Apr 24 20:50:34 +0000 2016,228794007.0,"Payson, AZ",Debbie Burt-Rowan,3985.0,jews are,jews,rowan_burt,Sun Sep 24 01:03:54 +0000 2017,"@DonCheadle Just to be clear with Kyle, when he dons his hood and shouts “kill the Jews” that’s ok? You are no patr… https://t.co/uqa4WE0BO6",7.243397754365092e+17,Hate speech,-0.4767,,,
3954,0.0,1064.0,1034.0,0.0,1.0,0.0,Fri Feb 14 18:47:10 +0000 2014,14412533.0,Huntington Beach,Graham Wellington,55089.0,jews are,jews,funnicegoodkind,Sun Sep 24 01:02:37 +0000 2017,@CillizzaCNN Why are there so many jews on CNN? They're only 2% of the population and yet I've turned on CNN and se… https://t.co/vG5jIt6WVg,2343979981.0,Hate speech,0.0,,,
3957,0.0,161.0,527.0,0.0,5.0,0.0,Tue Mar 03 22:55:46 +0000 2009,7.336709596688302e+17,"Somerville, MA",(((Jonathan Reich))),3956.0,jews are,jews,Theservant53,Sun Sep 24 00:53:10 +0000 2017,@FrankZinettiJr @jbreisblatt @iconoplasty @Debblues @ValeriePlame That American Jews are driving America’s wars.,22695396.0,Hate speech,-0.5859,,,
3958,0.0,87.0,189.0,0.0,1.0,0.0,Tue Jul 19 23:12:53 +0000 2016,7.072314790473155e+17,United States,No Amnesty Aasim,4605.0,jews are,jews,HomoMuslim,Sun Sep 24 00:53:00 +0000 2017,"@PeterSweden7 Yeah, it's Jews who do that. They are using their European looking skin to try to subvert and destroy Western society.",7.555409434456556e+17,Hate speech,-0.0085,,,
3963,0.0,303.0,335.0,0.0,0.0,0.0,Sun Feb 20 18:49:14 +0000 2011,255128220.0,"Talent, OR",Pedazo de mierda,16505.0,jews are,jews,TomasD56,Sun Sep 24 00:33:14 +0000 2017,the Jews are the ones who hate Jesus ???,255128220.0,Hate speech,0.0,,,
3969,0.0,1231.0,1668.0,0.0,1.0,0.0,Sun May 07 23:45:23 +0000 2017,436427449.0,"New York, NY",Senator Memes III,21702.0,jews are,jews,datdankmemeboy3,Sun Sep 24 00:18:19 +0000 2017,@SomewhatSemitic I only like Jews that are patriots and pro white. I don't like Jews that are loxists. Anti white can die in a fire.,8.613663792990781e+17,Hate speech,-0.5574,,,
3971,6.0,2386.0,1490.0,0.0,1.0,0.0,Mon May 18 19:52:02 +0000 2009,31455711.0,"San Diego, CA",??Namir Yedid ??,8073.0,jews are,jews,NamirYedid,Sun Sep 24 00:07:22 +0000 2017,"@behindyourback Surely Wade is going to be super tuned into the subtleties of the ""are Jews white?"" conversation, right? ?",40951758.0,Hate speech,0.0,,,
3977,1.0,1025.0,1434.0,1.0,1.0,0.0,Sat Sep 22 18:01:03 +0000 2012,25073877.0,Colorado Springs. CO,#Edacious Gardens,43883.0,jews are,jews,EdaciousGardens,Sat Sep 23 23:47:14 +0000 2017,"@realDonaldTrump believes ppl chanting ""Jews will not replace us"" are fine ppl but #TakeAKnee and you're a traitor.… https://t.co/ghViyT7ejH",840188797.0,Hate speech,0.0,,,
3981,0.0,835.0,675.0,0.0,2.0,0.0,Wed Jul 08 23:55:08 +0000 2009,334745272.0,"Virginia, USA",Steven,86102.0,jews are,jews,ArlingtonSteve,Sat Sep 23 23:25:08 +0000 2017,@sabrinamancuso @Slate How many Jews do you think support the kkk? How stupid are you?,55075272.0,Hate speech,0.0,,,
3982,0.0,593.0,4298.0,0.0,4.0,0.0,Tue Dec 11 21:19:10 +0000 2012,16002153.0,"New York, NY",Martin,1419.0,jews are,jews,MartinS7504,Sat Sep 23 23:23:55 +0000 2017,"@RockShrimp @jrgifford @MikeChuk21 @murrayjslko If you talked like that about Jews in Media and Banks, that would b… https://t.co/cRJM7fQms9",1004912726.0,Hate speech,-0.7269,,,
3983,2.0,233.0,473.0,1.0,1.0,0.0,Mon Nov 24 15:28:38 +0000 2014,341190477.0,"San Francisco, CA",Paul BaillesdErr,4313.0,jews are,jews,clenseren1,Sat Sep 23 23:17:42 +0000 2017,@TheRickyDavila Is hate speech protected speech #takeaknee not the same as chanting Jews will not replace us but yeah they are hypocrites,2909214242.0,Hate speech,-0.8442,,,
3984,0.0,1432.0,982.0,1.0,0.0,0.0,Mon Aug 03 01:27:40 +0000 2015,,"Pennsylvania, USA",(()Melissa()),53554.0,jews are,jews,1blessedbee,Sat Sep 23 23:12:38 +0000 2017,"Anti-Semite calls Jewish Milo, Geller &amp; Cernovich #WhitesSupremacists.

He believes Jews are the true supremacists,… https://t.co/ana9M9thsX",3400737969.0,Hate speech,-0.2617,,,
3989,0.0,70.0,168.0,0.0,3.0,0.0,Tue Jul 21 22:37:52 +0000 2009,8.832853044169073e+17,"Chicago, IL, USA",Warsie,4010.0,jews are,jews,Warsie34,Sat Sep 23 23:08:34 +0000 2017,@4megakook @ACLU_NorCal @UCBerkeley Mosr ameeican Jews are white and Israel is a settler enterprise basked on Europ… https://t.co/1mreYVGCyB,58946675.0,Hate speech,0.0,,,
3990,0.0,2510.0,2317.0,2.0,1.0,0.0,Wed Jan 07 06:23:13 +0000 2009,25073877.0,Northern California,Nasty Hombre 5150,10365.0,jews are,jews,gortiz5150,Sat Sep 23 23:06:47 +0000 2017,"@realDonaldTrump Good, let #Israel fight their own war..we give those fucking jews too much money. #Netanyahu trys… https://t.co/vwsvFjKx0p",18713322.0,Hate speech,0.0,,,
3991,0.0,27.0,145.0,0.0,1.0,0.0,Tue Dec 20 14:15:25 +0000 2016,21408148.0,"California, USA",Brent Kerlick,195.0,jews are,jews,brentk716,Sat Sep 23 23:04:43 +0000 2017,@Siriusjay Antifa supports isis = you are a jew who supports isis = hates jews = you're the biggest idiot on the fa… https://t.co/MLZjJRezNF,8.112134205654057e+17,Hate speech,-0.29600000000000004,,,
3992,2.0,374.0,251.0,0.0,0.0,1.0,Fri May 16 05:09:10 +0000 2014,,Kona,Hans,804.0,jews are,jews,hansolinger_,Sat Sep 23 23:02:42 +0000 2017,Even the Jews are getting mad now... https://t.co/eRQNVEqf7F,2497759074.0,Hate speech,0.0,,,
3993,17.0,1477.0,1554.0,0.0,0.0,3.0,Sat Jun 03 17:24:47 +0000 2017,,"New York, NY",Harold T. Ogden,9177.0,jews are,jews,GennethKrant,Sat Sep 23 22:59:09 +0000 2017,"""If Jews are freaking out, than that usually means things are going in the right direction.""
https://t.co/FEBGYP02v6",8.710550745077514e+17,Hate speech,-0.8271,,,
3995,2.0,1872.0,783.0,0.0,0.0,0.0,Tue Oct 27 00:20:53 +0000 2009,,"Queens, NY",James Hesky,18341.0,jews are,jews,JamesHesky,Sat Sep 23 22:56:24 +0000 2017,The two things ruining comedy are PC culture and the Jews.,85457060.0,Hate speech,0.0,,,
3996,0.0,54.0,180.0,0.0,0.0,0.0,Tue Jan 12 22:57:45 +0000 2016,,"San Diego, CA",Project 1024,5875.0,jews are,jews,Project1024,Sat Sep 23 22:56:02 +0000 2017,"WHAT THE JEWS TEACH THEIR CHILDREN ABOUT MONEY

The Jews are one of the smart money managers and wealth creators... https://t.co/7skLUXhPi1",4750281908.0,Hate speech,-0.5106,,,
3997,0.0,57.0,487.0,0.0,2.0,0.0,Tue Oct 14 19:39:03 +0000 2008,54716387.0,"Ohio, USA",Brendan_M,1209.0,jews are,jews,Brendan_M,Sat Sep 23 22:54:42 +0000 2017,"@OwenBenjamin @JesseThorn No, dim shithead, the Nazis are your MAGA buddies with the fucking torches &amp; swastikas, screaming about the Jews.",16744350.0,Hate speech,0.0,,,
